customer_id,region,segment,industry,acquisition_channel,signup_date
CUST10274,East,SMB,Retail,Event,2026-01-02
CUST10275,East,Mid-Market,Technology,Partner,2026-03-23
CUST10276,South,Mid-Market,Healthcare,Website,2026-06-22
CUST10277,South,SMB,Healthcare,Website,2026-09-16
CUST10278,South,Enterprise,Technology,Email,2026-07-18
CUST10279,West,SMB,Manufacturing,Website,2026-07-17
CUST10280,West,SMB,Finance,Referral,2026-03-11
CUST10281,North,SMB,Healthcare,Website,2026-05-24
CUST10282,North,SMB,Finance,Referral,2025-12-17
CUST10283,North,Mid-Market,Technology,Partner,2026-03-19
CUST10284,North,SMB,Finance,Website,2025-12-08
CUST10285,East,Mid-Market,Finance,Partner,2025-10-10
CUST10286,South,SMB,Healthcare,Event,2026-08-09
CUST10287,North,Enterprise,Manufacturing,Website,2026-07-21
CUST10288,South,SMB,Healthcare,Website,2026-04-05
CUST10289,South,Enterprise,Technology,Referral,2025-10-06
CUST10290,North,SMB,Finance,Event,2025-11-02
CUST10291,West,SMB,Manufacturing,Partner,2025-11-10
CUST10292,North,Enterprise,Healthcare,Email,2026-06-19
CUST10293,West,Mid-Market,Technology,Website,2025-12-14
CUST10294,North,Mid-Market,Manufacturing,Email,2025-12-31
CUST10295,West,SMB,Finance,Website,2026-08-11
CUST10296,West,Mid-Market,Technology,Email,2026-08-16
CUST10297,West,Enterprise,Retail,Website,2026-07-06
CUST10298,West,Mid-Market,Healthcare,Event,2026-01-21
CUST10299,West,SMB,Manufacturing,Referral,2026-04-30
CUST10300,East,Mid-Market,Healthcare,Website,2025-12-13
CUST10301,West,Mid-Market,Finance,Referral,2026-08-10
CUST10302,North,Enterprise,Finance,Website,2025-10-31
CUST10303,East,SMB,Healthcare,Website,2026-06-29
CUST10304,South,SMB,Finance,Partner,2026-04-05
CUST10305,West,Mid-Market,Technology,Referral,2026-07-04
CUST10306,South,Mid-Market,Retail,Referral,2026-03-14
CUST10307,South,Mid-Market,Retail,Event,2025-11-27
CUST10308,East,SMB,Manufacturing,Website,2026-07-02
CUST10309,North,SMB,Healthcare,Referral,2026-05-19
CUST10310,North,Mid-Market,Healthcare,Website,2026-03-19
CUST10311,South,SMB,Finance,Partner,2026-02-14
CUST10312,South,SMB,Retail,Referral,2026-02-03
CUST10313,North,Mid-Market,Manufacturing,Website,2026-03-25
CUST10314,South,Mid-Market,Technology,Website,2026-01-04
CUST10315,South,Enterprise,Healthcare,Event,2026-01-12
CUST10316,South,SMB,Healthcare,Website,2026-01-10
CUST10317,South,SMB,Healthcare,Email,2025-10-05
CUST10318,East,Enterprise,Finance,Event,2026-09-04
CUST10319,South,SMB,Manufacturing,Partner,2025-12-26
CUST10320,West,SMB,Technology,Referral,2025-11-30
CUST10321,West,SMB,Manufacturing,Email,2025-11-25
CUST10322,South,Mid-Market,Retail,Event,2026-09-26
CUST10323,South,Enterprise,Retail,Website,2026-03-24
CUST10324,East,Mid-Market,Retail,Event,2026-01-28
CUST10325,West,Mid-Market,Technology,Event,2026-02-25
CUST10326,East,SMB,Retail,Website,2025-11-02
CUST10327,West,SMB,Healthcare,Website,2026-01-23
CUST10328,East,SMB,Finance,Email,2025-12-30
CUST10329,East,SMB,Retail,Website,2026-07-21
CUST10330,South,SMB,Retail,Email,2025-10-22
CUST10331,East,SMB,Healthcare,Website,2026-03-05
CUST10332,North,SMB,Healthcare,Email,2026-07-16
CUST10333,East,Mid-Market,Finance,Referral,2026-08-01
CUST10334,West,Mid-Market,Technology,Website,2026-04-06
CUST10335,North,SMB,Retail,Website,2025-12-21
CUST10336,East,SMB,Technology,Website,2026-02-01
CUST10337,North,Mid-Market,Finance,Partner,2025-12-21
CUST10338,East,Mid-Market,Retail,Website,2026-05-30
CUST10339,North,Mid-Market,Technology,Event,2026-01-15
CUST10340,West,SMB,Manufacturing,Email,2026-05-19
CUST10341,North,Enterprise,Healthcare,Referral,2026-05-28
CUST10342,West,SMB,Technology,Event,2026-09-09
CUST10343,West,SMB,Retail,Email,2026-02-13
CUST10344,East,SMB,Finance,Email,2026-09-16
CUST10345,West,SMB,Retail,Website,2026-02-24
CUST10346,West,SMB,Retail,Email,2026-06-06
CUST10347,West,SMB,Finance,Partner,2026-05-30
CUST10348,North,Mid-Market,Manufacturing,Event,2026-07-26
CUST10349,East,SMB,Healthcare,Partner,2026-03-21
CUST10350,North,SMB,Finance,Email,2026-07-17
CUST10351,East,SMB,Technology,Referral,2026-02-07
CUST10352,North,SMB,Retail,Website,2026-03-29
CUST10353,East,SMB,Healthcare,Website,2026-04-01
CUST10354,East,SMB,Retail,Event,2026-06-15
CUST10355,South,SMB,Manufacturing,Email,2026-05-14
CUST10356,South,Mid-Market,Manufacturing,Referral,2025-10-29
CUST10357,West,Enterprise,Manufacturing,Email,2026-07-23
CUST10358,West,SMB,Technology,Website,2026-07-04
CUST10359,South,Mid-Market,Technology,Website,2025-11-08
CUST10360,East,Enterprise,Manufacturing,Partner,2026-09-17
CUST10361,West,Enterprise,Healthcare,Email,2026-05-30
CUST10362,North,Mid-Market,Technology,Event,2025-11-01
CUST10363,North,Enterprise,Healthcare,Email,2026-03-29
CUST10364,North,Enterprise,Manufacturing,Referral,2026-08-02
CUST10365,East,Mid-Market,Healthcare,Event,2026-01-11
CUST10366,South,SMB,Technology,Partner,2026-09-06
CUST10367,West,SMB,Retail,Event,2026-03-02
CUST10368,East,SMB,Technology,Website,2025-12-22
CUST10369,South,SMB,Healthcare,Website,2026-02-08
CUST10370,West,SMB,Technology,Website,2026-04-10
CUST10371,West,SMB,Retail,Event,2026-06-09
CUST10372,South,Mid-Market,Finance,Website,2026-09-04
CUST10373,South,Mid-Market,Manufacturing,Event,2025-12-11
CUST10374,South,Enterprise,Healthcare,Email,2026-09-16
CUST10375,North,SMB,Healthcare,Website,2026-04-11
CUST10376,North,SMB,Technology,Event,2025-11-16
CUST10377,West,Mid-Market,Healthcare,Website,2026-09-04
CUST10378,South,Enterprise,Finance,Website,2026-02-05
CUST10379,South,Enterprise,Technology,Partner,2026-05-15
CUST10380,East,Enterprise,Finance,Referral,2026-06-12
CUST10381,East,Enterprise,Manufacturing,Referral,2025-10-05
CUST10382,West,SMB,Retail,Website,2025-12-20
CUST10383,West,SMB,Retail,Email,2026-06-08
CUST10384,South,SMB,Manufacturing,Website,2026-01-27
CUST10385,South,Mid-Market,Retail,Referral,2025-10-04
CUST10386,West,Enterprise,Retail,Partner,2025-10-09
CUST10387,East,SMB,Manufacturing,Partner,2026-07-29
CUST10388,West,Mid-Market,Technology,Email,2025-11-26
CUST10389,North,SMB,Manufacturing,Referral,2025-11-06
CUST10390,West,SMB,Healthcare,Email,2026-04-24
CUST10391,East,SMB,Retail,Email,2025-11-13
CUST10392,North,SMB,Manufacturing,Referral,2026-05-27
CUST10393,East,Enterprise,Finance,Referral,2026-04-17
CUST10394,East,SMB,Technology,Partner,2026-05-25
CUST10395,North,Enterprise,Healthcare,Partner,2026-03-29
CUST10396,South,Mid-Market,Finance,Website,2026-07-12
CUST10397,West,SMB,Manufacturing,Partner,2026-05-24
CUST10398,South,SMB,Manufacturing,Website,2026-03-01
CUST10399,South,Mid-Market,Finance,Partner,2025-10-06
CUST10400,South,SMB,Manufacturing,Event,2026-01-08
CUST10401,South,Enterprise,Finance,Partner,2025-11-17
CUST10402,West,SMB,Finance,Email,2025-10-06
CUST10403,West,Mid-Market,Manufacturing,Referral,2026-01-08
CUST10404,North,Mid-Market,Retail,Event,2025-12-15
CUST10405,West,SMB,Finance,Event,2025-10-29
CUST10406,West,SMB,Finance,Event,2026-01-23
CUST10407,South,Enterprise,Retail,Email,2026-04-03
CUST10408,West,SMB,Retail,Email,2025-12-05
CUST10409,North,SMB,Finance,Partner,2026-01-08
CUST10410,West,SMB,Technology,Event,2025-10-08
CUST10411,East,SMB,Technology,Event,2025-10-19
CUST10412,East,Mid-Market,Technology,Partner,2025-11-27
CUST10413,North,Mid-Market,Finance,Website,2026-03-15
CUST10414,West,SMB,Retail,Website,2026-06-01
CUST10415,North,Enterprise,Manufacturing,Referral,2026-07-15
CUST10416,North,SMB,Healthcare,Website,2026-05-18
CUST10417,North,SMB,Retail,Referral,2026-05-14
CUST10418,West,Mid-Market,Retail,Website,2026-09-07
CUST10419,North,Enterprise,Technology,Event,2026-01-02
CUST10420,West,SMB,Healthcare,Website,2026-07-19
CUST10421,East,SMB,Healthcare,Email,2026-09-07
CUST10422,North,Mid-Market,Manufacturing,Referral,2026-04-26
CUST10423,North,Mid-Market,Manufacturing,Website,2026-08-03
CUST10424,North,SMB,Manufacturing,Email,2025-11-20
CUST10425,East,SMB,Finance,Event,2026-08-17
CUST10426,West,Mid-Market,Finance,Email,2026-04-24
CUST10427,North,SMB,Healthcare,Event,2025-12-20
CUST10428,West,SMB,Retail,Partner,2025-10-23
CUST10429,North,SMB,Technology,Email,2026-06-20
CUST10430,West,SMB,Healthcare,Website,2026-03-07
CUST10431,West,SMB,Technology,Event,2026-01-22
CUST10432,West,Enterprise,Finance,Email,2026-02-20
CUST10433,East,Mid-Market,Healthcare,Referral,2026-09-27
CUST10434,West,Mid-Market,Technology,Referral,2026-03-06
CUST10435,North,Enterprise,Healthcare,Email,2025-10-29
CUST10436,North,SMB,Manufacturing,Website,2026-01-11
CUST10437,North,SMB,Finance,Event,2025-11-23
CUST10438,South,Enterprise,Manufacturing,Referral,2026-06-08
CUST10439,East,SMB,Manufacturing,Website,2026-07-20
CUST10440,East,Mid-Market,Manufacturing,Referral,2026-08-03
CUST10441,West,Mid-Market,Healthcare,Event,2026-05-20
CUST10442,North,SMB,Manufacturing,Referral,2026-07-08
CUST10443,East,SMB,Manufacturing,Partner,2026-03-02
CUST10444,North,SMB,Manufacturing,Event,2026-05-18
CUST10445,South,SMB,Healthcare,Website,2025-11-09
CUST10446,East,SMB,Healthcare,Email,2026-04-15
CUST10447,West,SMB,Finance,Referral,2026-04-22
CUST10448,East,Mid-Market,Manufacturing,Email,2025-10-12
CUST10449,North,Enterprise,Manufacturing,Website,2026-04-19
CUST10450,East,Mid-Market,Finance,Website,2026-06-21
CUST10451,North,SMB,Technology,Email,2026-02-12
CUST10452,West,SMB,Finance,Event,2026-04-17
CUST10453,East,SMB,Retail,Event,2026-01-13
CUST10454,North,SMB,Finance,Email,2026-01-07
CUST10455,North,Enterprise,Healthcare,Partner,2025-11-17
CUST10456,North,SMB,Healthcare,Website,2026-01-28
CUST10457,West,SMB,Technology,Referral,2026-07-21
CUST10458,South,Enterprise,Healthcare,Email,2026-09-07
CUST10459,West,SMB,Retail,Referral,2026-05-21
CUST10460,East,SMB,Healthcare,Partner,2026-05-16
CUST10461,East,SMB,Manufacturing,Website,2026-05-13
CUST10462,North,Mid-Market,Technology,Partner,2026-03-23
CUST10463,West,Mid-Market,Finance,Referral,2026-03-04
CUST10464,South,SMB,Finance,Website,2026-05-15
CUST10465,East,Enterprise,Manufacturing,Website,2026-07-14
CUST10466,East,Enterprise,Manufacturing,Partner,2026-03-01
CUST10467,East,Enterprise,Finance,Referral,2026-04-25
CUST10468,West,SMB,Retail,Website,2026-03-21
CUST10469,North,SMB,Retail,Partner,2026-01-13
CUST10470,South,Enterprise,Finance,Website,2026-01-14
CUST10471,South,SMB,Technology,Website,2025-10-29
CUST10472,South,Mid-Market,Finance,Website,2026-03-10
CUST10473,North,Mid-Market,Healthcare,Partner,2026-06-18
CUST10474,North,SMB,Finance,Event,2026-06-08
CUST10475,South,Mid-Market,Retail,Referral,2026-09-25
CUST10476,South,Enterprise,Healthcare,Referral,2025-10-15
CUST10477,South,Mid-Market,Healthcare,Referral,2026-07-05
CUST10478,East,SMB,Manufacturing,Referral,2026-07-18
CUST10479,East,Enterprise,Healthcare,Email,2026-03-09
CUST10480,South,Mid-Market,Technology,Referral,2026-01-12
CUST10481,South,Mid-Market,Retail,Email,2026-02-08
CUST10482,North,Enterprise,Retail,Event,2026-06-07
CUST10483,East,Mid-Market,Manufacturing,Event,2026-08-11
CUST10484,South,SMB,Retail,Partner,2026-05-23
CUST10485,North,SMB,Manufacturing,Email,2026-04-06
CUST10486,South,SMB,Finance,Event,2026-05-27
