lead_id,customer_id,sales_rep_id,lead_source,lead_created_date,lead_score,lead_status
LEAD100147,CUST10382,REP1023,Event,2026-09-20,94,Qualified
LEAD100148,CUST10421,REP1017,Partner,2025-12-17,64,Nurturing
LEAD100149,CUST10873,REP1019,Referral,2026-02-21,48,New
LEAD100150,CUST10015,REP1016,Partner,2026-07-13,90,Qualified
LEAD100151,CUST10244,REP1011,Event,2025-12-13,55,New
LEAD100152,CUST10151,REP1022,Partner,2026-04-19,69,Nurturing
LEAD100153,CUST10470,REP1027,Website,2026-07-14,30,Low Priority
LEAD100154,CUST10665,REP1022,Website,2025-10-09,61,Nurturing
LEAD100155,CUST10216,REP1024,Event,2025-10-10,54,New
LEAD100156,CUST10414,REP1025,Email,2026-07-15,29,Low Priority
LEAD100157,CUST10927,REP1012,Email,2026-01-04,37,Low Priority
LEAD100158,CUST11128,REP1002,Website,2026-08-28,76,Nurturing
LEAD100159,CUST10018,REP1011,Website,2026-09-04,34,Low Priority
LEAD100160,CUST10753,REP1023,Referral,2026-08-18,30,Low Priority
LEAD100161,CUST10031,REP1025,Referral,2026-09-29,24,Low Priority
LEAD100162,CUST10625,REP1016,Referral,2026-07-28,22,Low Priority
LEAD100163,CUST11056,REP1024,Partner,2026-02-17,55,New
LEAD100164,CUST10958,REP1003,Referral,2026-09-28,59,New
LEAD100165,CUST10280,REP1020,Website,2026-02-04,70,Nurturing
LEAD100166,CUST10311,REP1021,Partner,2026-05-03,66,Nurturing
LEAD100167,CUST10941,REP1016,Email,2025-10-03,63,Nurturing
LEAD100168,CUST10984,REP1022,Email,2026-09-17,100,Qualified
LEAD100169,CUST10338,REP1015,Referral,2026-05-05,40,New
LEAD100170,CUST10004,REP1016,Referral,2026-09-12,77,Nurturing
LEAD100171,CUST10534,REP1019,Partner,2026-02-06,26,Low Priority
LEAD100172,CUST10744,REP1024,Website,2026-01-23,88,Qualified
LEAD100173,CUST10533,REP1008,Event,2026-04-09,49,New
LEAD100174,CUST11122,REP1010,Event,2026-08-12,48,New
LEAD100175,CUST10977,REP1013,Website,2026-04-19,30,Low Priority
LEAD100176,CUST10946,REP1007,Event,2026-07-17,61,Nurturing
LEAD100177,CUST10025,REP1011,Website,2025-12-18,52,New
LEAD100178,CUST11025,REP1011,Partner,2026-07-11,98,Qualified
LEAD100179,CUST10907,REP1010,Email,2026-06-25,34,Low Priority
LEAD100180,CUST10477,REP1013,Referral,2026-08-24,53,New
LEAD100181,CUST10708,REP1016,Referral,2025-10-22,92,Qualified
LEAD100182,CUST10990,REP1021,Website,2026-02-18,85,Qualified
LEAD100183,CUST11088,REP1010,Email,2025-11-02,81,Qualified
LEAD100184,CUST10661,REP1026,Website,2026-02-24,62,Nurturing
LEAD100185,CUST10050,REP1015,Partner,2026-07-04,90,Qualified
LEAD100186,CUST10743,REP1022,Referral,2026-05-22,38,Low Priority
LEAD100187,CUST10817,REP1004,Event,2026-07-02,85,Qualified
LEAD100188,CUST10071,REP1006,Event,2026-06-27,67,Nurturing
LEAD100189,CUST10981,REP1014,Event,2026-09-28,48,New
LEAD100190,CUST10242,REP1011,Email,2026-08-18,37,Low Priority
LEAD100191,CUST11069,REP1015,Partner,2026-05-02,62,Nurturing
LEAD100192,CUST10662,REP1005,Referral,2026-08-16,20,Low Priority
LEAD100193,CUST10387,REP1015,Website,2025-10-18,77,Nurturing
LEAD100194,CUST10071,REP1021,Event,2026-06-21,39,Low Priority
LEAD100195,CUST10022,REP1022,Referral,2026-04-09,51,New
LEAD100196,CUST10890,REP1008,Partner,2026-09-15,35,Low Priority
LEAD100197,CUST10453,REP1011,Website,2026-04-02,57,New
LEAD100198,CUST11009,REP1016,Referral,2025-12-05,50,New
LEAD100199,CUST10277,REP1016,Email,2026-06-22,35,Low Priority
LEAD100200,CUST11105,REP1024,Partner,2026-09-12,91,Qualified
LEAD100201,CUST11130,REP1012,Partner,2025-10-06,81,Qualified
LEAD100202,CUST10123,REP1021,Referral,2025-10-24,51,New
LEAD100203,CUST10777,REP1027,Website,2026-05-30,24,Low Priority
LEAD100204,CUST11128,REP1009,Event,2026-04-21,88,Qualified
LEAD100205,CUST10388,REP1025,Partner,2026-04-19,76,Nurturing
LEAD100206,CUST10082,REP1010,Referral,2025-11-02,65,Nurturing
LEAD100207,CUST11051,REP1011,Referral,2026-04-27,68,Nurturing
LEAD100208,CUST10569,REP1020,Email,2026-04-26,20,Low Priority
LEAD100209,CUST10033,REP1019,Partner,2026-08-06,58,New
LEAD100210,CUST11009,REP1017,Referral,2026-02-20,35,Low Priority
LEAD100211,CUST10815,REP1007,Event,2026-02-04,72,Nurturing
LEAD100212,CUST10085,REP1003,Event,2025-10-30,95,Qualified
LEAD100213,CUST10311,REP1028,Website,2026-04-25,62,Nurturing
LEAD100214,CUST10022,REP1027,Email,2026-05-25,68,Nurturing
LEAD100215,CUST11146,REP1027,Event,2026-01-11,74,Nurturing
LEAD100216,CUST10030,REP1016,Partner,2026-06-24,95,Qualified
LEAD100217,CUST10956,REP1027,Website,2026-09-08,23,Low Priority
LEAD100218,CUST10614,REP1015,Website,2025-12-03,45,New
LEAD100219,CUST10700,REP1003,Email,2026-04-28,41,New
LEAD100220,CUST10974,REP1006,Event,2026-06-11,78,Nurturing
LEAD100221,CUST11074,REP1009,Website,2025-10-07,56,New
LEAD100222,CUST10153,REP1012,Partner,2025-12-05,82,Qualified
LEAD100223,CUST10022,REP1029,Partner,2026-02-22,58,New
LEAD100224,CUST10150,REP1010,Referral,2025-11-20,99,Qualified
LEAD100225,CUST10820,REP1019,Email,2026-02-07,82,Qualified
LEAD100226,CUST10683,REP1009,Event,2025-11-23,21,Low Priority
LEAD100227,CUST10101,REP1020,Referral,2026-08-24,100,Qualified
LEAD100228,CUST10282,REP1018,Website,2026-05-07,97,Qualified
LEAD100229,CUST10645,REP1005,Referral,2026-01-29,23,Low Priority
LEAD100230,CUST10877,REP1014,Referral,2026-07-12,51,New
LEAD100231,CUST10413,REP1004,Email,2025-10-07,98,Qualified
LEAD100232,CUST11140,REP1027,Partner,2026-05-06,87,Qualified
LEAD100233,CUST11191,REP1022,Website,2026-06-07,57,New
LEAD100234,CUST10920,REP1029,Referral,2026-07-23,64,Nurturing
LEAD100235,CUST10546,REP1027,Email,2025-12-21,22,Low Priority
LEAD100236,CUST11053,REP1007,Partner,2026-05-04,65,Nurturing
LEAD100237,CUST10874,REP1022,Partner,2026-07-08,73,Nurturing
LEAD100238,CUST10624,REP1004,Referral,2026-07-19,49,New
LEAD100239,CUST10533,REP1029,Referral,2025-12-04,44,New
LEAD100240,CUST10999,REP1024,Website,2026-09-22,87,Qualified
LEAD100241,CUST10669,REP1021,Website,2026-01-08,56,New
LEAD100242,CUST10220,REP1030,Website,2026-02-20,41,New
LEAD100243,CUST11200,REP1026,Email,2025-12-10,50,New
LEAD100244,CUST10083,REP1026,Website,2025-11-24,59,New
LEAD100245,CUST10835,REP1004,Partner,2026-01-02,41,New
LEAD100246,CUST10788,REP1001,Event,2025-11-19,65,Nurturing
LEAD100247,CUST10704,REP1029,Email,2026-06-25,89,Qualified
LEAD100248,CUST10063,REP1008,Partner,2026-05-07,80,Qualified
LEAD100249,CUST10592,REP1013,Website,2026-02-20,38,Low Priority
LEAD100250,CUST11071,REP1002,Partner,2026-04-18,58,New
LEAD100251,CUST10288,REP1019,Event,2026-05-09,64,Nurturing
LEAD100252,CUST10830,REP1025,Referral,2025-12-07,75,Nurturing
LEAD100253,CUST11031,REP1026,Event,2026-01-17,81,Qualified
LEAD100254,CUST11143,REP1018,Email,2026-08-18,59,New
LEAD100255,CUST10620,REP1020,Referral,2025-10-05,45,New
LEAD100256,CUST10377,REP1016,Website,2026-09-15,73,Nurturing
LEAD100257,CUST10840,REP1014,Website,2026-09-17,30,Low Priority
LEAD100258,CUST10584,REP1017,Referral,2026-01-01,74,Nurturing
LEAD100259,CUST10753,REP1029,Referral,2026-01-26,92,Qualified
LEAD100260,CUST10891,REP1008,Email,2025-12-15,77,Nurturing
LEAD100261,CUST10853,REP1015,Partner,2026-04-23,55,New
LEAD100262,CUST10292,REP1019,Partner,2025-12-18,86,Qualified
LEAD100263,CUST10907,REP1018,Email,2026-07-16,63,Nurturing
LEAD100264,CUST10651,REP1001,Email,2026-02-19,63,Nurturing
LEAD100265,CUST11117,REP1009,Email,2026-09-19,89,Qualified
LEAD100266,CUST10792,REP1020,Event,2026-08-08,35,Low Priority
LEAD100267,CUST11071,REP1021,Referral,2026-02-24,83,Qualified
LEAD100268,CUST11175,REP1023,Event,2026-05-06,75,Nurturing
LEAD100269,CUST11194,REP1030,Partner,2025-10-09,62,Nurturing
LEAD100270,CUST10894,REP1021,Website,2025-10-25,26,Low Priority
LEAD100271,CUST10717,REP1018,Website,2026-04-03,82,Qualified
LEAD100272,CUST10142,REP1010,Website,2026-03-22,37,Low Priority
LEAD100273,CUST10464,REP1012,Event,2026-02-23,92,Qualified
LEAD100274,CUST10571,REP1025,Website,2025-11-02,84,Qualified
LEAD100275,CUST10937,REP1015,Event,2026-08-03,49,New
LEAD100276,CUST10707,REP1022,Email,2026-02-26,55,New
LEAD100277,CUST10527,REP1004,Partner,2026-03-21,22,Low Priority
LEAD100278,CUST10176,REP1004,Event,2026-02-25,60,Nurturing
LEAD100279,CUST10859,REP1007,Event,2026-03-31,24,Low Priority
LEAD100280,CUST10519,REP1006,Event,2026-05-25,99,Qualified
LEAD100281,CUST10044,REP1019,Partner,2026-07-06,71,Nurturing
LEAD100282,CUST10341,REP1020,Referral,2026-04-19,39,Low Priority
LEAD100283,CUST11056,REP1017,Website,2025-11-30,85,Qualified
LEAD100284,CUST10143,REP1009,Event,2026-08-16,21,Low Priority
LEAD100285,CUST10488,REP1018,Event,2026-01-12,64,Nurturing
LEAD100286,CUST10615,REP1004,Partner,2025-10-06,29,Low Priority
LEAD100287,CUST10101,REP1015,Website,2025-10-15,24,Low Priority
LEAD100288,CUST10199,REP1005,Event,2026-07-10,39,Low Priority
LEAD100289,CUST11129,REP1003,Referral,2026-02-19,43,New
LEAD100290,CUST10709,REP1005,Partner,2025-10-09,78,Nurturing
LEAD100291,CUST10253,REP1004,Email,2026-07-24,92,Qualified
LEAD100292,CUST10204,REP1015,Website,2026-01-20,82,Qualified
LEAD100293,CUST10511,REP1017,Website,2026-09-22,79,Nurturing
LEAD100294,CUST10869,REP1019,Website,2026-08-18,65,Nurturing
LEAD100295,CUST10877,REP1014,Event,2025-10-18,50,New
LEAD100296,CUST10235,REP1006,Event,2026-06-10,40,New
LEAD100297,CUST10871,REP1001,Partner,2026-05-09,96,Qualified
LEAD100298,CUST11076,REP1022,Partner,2025-12-02,62,Nurturing
LEAD100299,CUST10272,REP1030,Partner,2026-02-03,65,Nurturing
LEAD100300,CUST10032,REP1009,Referral,2026-03-29,21,Low Priority
LEAD100301,CUST11151,REP1007,Partner,2025-11-23,57,New
LEAD100302,CUST10627,REP1010,Referral,2026-06-21,75,Nurturing
LEAD100303,CUST10932,REP1007,Email,2026-01-10,60,Nurturing
LEAD100304,CUST10385,REP1007,Referral,2026-09-08,69,Nurturing
LEAD100305,CUST10360,REP1015,Email,2026-07-20,85,Qualified
LEAD100306,CUST10271,REP1024,Event,2026-05-20,21,Low Priority
LEAD100307,CUST10261,REP1022,Referral,2025-11-13,93,Qualified
LEAD100308,CUST10566,REP1029,Website,2025-10-10,86,Qualified
LEAD100309,CUST10127,REP1011,Partner,2025-11-23,54,New
LEAD100310,CUST11011,REP1015,Website,2026-04-01,81,Qualified
LEAD100311,CUST10614,REP1012,Referral,2026-07-13,25,Low Priority
LEAD100312,CUST11099,REP1002,Email,2025-11-25,44,New
LEAD100313,CUST10603,REP1012,Partner,2026-06-16,28,Low Priority
LEAD100314,CUST10364,REP1008,Partner,2025-10-18,71,Nurturing
LEAD100315,CUST10618,REP1015,Email,2026-01-05,89,Qualified
LEAD100316,CUST10186,REP1005,Website,2026-05-07,68,Nurturing
LEAD100317,CUST10989,REP1023,Partner,2026-07-30,77,Nurturing
LEAD100318,CUST10865,REP1026,Website,2026-07-11,31,Low Priority
LEAD100319,CUST10177,REP1029,Partner,2026-04-13,95,Qualified
LEAD100320,CUST10699,REP1003,Referral,2025-10-14,35,Low Priority
LEAD100321,CUST10646,REP1004,Event,2026-01-16,62,Nurturing
LEAD100322,CUST10242,REP1029,Referral,2026-07-14,75,Nurturing
LEAD100323,CUST10147,REP1026,Referral,2025-10-30,89,Qualified
LEAD100324,CUST10913,REP1018,Website,2026-06-15,95,Qualified
LEAD100325,CUST10317,REP1010,Website,2026-06-14,68,Nurturing
LEAD100326,CUST10623,REP1016,Referral,2026-07-02,66,Nurturing
LEAD100327,CUST10298,REP1017,Referral,2025-12-19,53,New
LEAD100328,CUST10785,REP1026,Email,2025-12-29,65,Nurturing
LEAD100329,CUST10059,REP1016,Event,2025-12-12,74,Nurturing
LEAD100330,CUST10432,REP1001,Event,2026-02-21,72,Nurturing
LEAD100331,CUST10657,REP1021,Event,2026-04-10,67,Nurturing
LEAD100332,CUST10527,REP1024,Event,2025-11-13,55,New
LEAD100333,CUST10735,REP1009,Partner,2026-04-26,35,Low Priority
LEAD100334,CUST10217,REP1004,Referral,2025-12-27,24,Low Priority
LEAD100335,CUST10531,REP1005,Email,2026-04-24,54,New
LEAD100336,CUST10908,REP1026,Referral,2026-01-19,52,New
LEAD100337,CUST10401,REP1014,Email,2026-09-14,69,Nurturing
LEAD100338,CUST10189,REP1016,Event,2026-01-25,92,Qualified
LEAD100339,CUST11018,REP1029,Website,2026-08-15,76,Nurturing
LEAD100340,CUST10934,REP1002,Email,2025-12-03,85,Qualified
LEAD100341,CUST10817,REP1007,Event,2025-10-31,66,Nurturing
LEAD100342,CUST10958,REP1025,Partner,2025-12-08,95,Qualified
LEAD100343,CUST10935,REP1017,Referral,2026-03-03,96,Qualified
LEAD100344,CUST10896,REP1001,Referral,2026-08-26,32,Low Priority
LEAD100345,CUST10612,REP1022,Website,2025-12-04,71,Nurturing
LEAD100346,CUST10024,REP1005,Referral,2026-07-14,60,Nurturing
LEAD100347,CUST10717,REP1024,Email,2026-06-12,98,Qualified
LEAD100348,CUST10328,REP1024,Partner,2026-02-03,67,Nurturing
LEAD100349,CUST10928,REP1025,Referral,2026-01-31,21,Low Priority
LEAD100350,CUST10563,REP1014,Partner,2026-09-11,37,Low Priority
LEAD100351,CUST11087,REP1009,Event,2026-06-18,30,Low Priority
LEAD100352,CUST10715,REP1027,Website,2025-12-27,36,Low Priority
LEAD100353,CUST10661,REP1017,Website,2026-08-29,27,Low Priority
LEAD100354,CUST11104,REP1020,Event,2026-02-26,83,Qualified
LEAD100355,CUST10571,REP1005,Email,2025-10-30,60,Nurturing
LEAD100356,CUST10451,REP1019,Partner,2026-07-24,74,Nurturing
LEAD100357,CUST10446,REP1018,Event,2026-08-14,100,Qualified
LEAD100358,CUST11051,REP1009,Partner,2026-03-11,72,Nurturing
LEAD100359,CUST10908,REP1024,Partner,2026-06-14,58,New
LEAD100360,CUST10197,REP1005,Referral,2025-12-25,41,New
LEAD100361,CUST10591,REP1022,Event,2026-08-07,81,Qualified
LEAD100362,CUST10446,REP1029,Email,2026-02-12,61,Nurturing
LEAD100363,CUST10777,REP1018,Referral,2026-01-06,81,Qualified
LEAD100364,CUST10063,REP1004,Email,2026-04-01,21,Low Priority
LEAD100365,CUST10857,REP1017,Email,2026-01-06,33,Low Priority
LEAD100366,CUST10891,REP1016,Website,2026-05-15,30,Low Priority
LEAD100367,CUST10272,REP1017,Website,2026-06-30,75,Nurturing
LEAD100368,CUST10181,REP1009,Partner,2026-02-26,61,Nurturing
LEAD100369,CUST10754,REP1019,Email,2026-07-13,45,New
LEAD100370,CUST10309,REP1008,Email,2026-03-07,45,New
LEAD100371,CUST11130,REP1017,Referral,2026-09-20,69,Nurturing
LEAD100372,CUST10931,REP1018,Event,2026-01-05,98,Qualified
LEAD100373,CUST11147,REP1020,Partner,2026-06-15,100,Qualified
LEAD100374,CUST10642,REP1024,Referral,2026-04-14,58,New
LEAD100375,CUST11127,REP1027,Website,2026-09-10,74,Nurturing
LEAD100376,CUST10017,REP1024,Event,2025-12-20,26,Low Priority
LEAD100377,CUST10348,REP1024,Email,2025-12-11,96,Qualified
LEAD100378,CUST10003,REP1027,Partner,2026-08-13,21,Low Priority
LEAD100379,CUST10814,REP1008,Referral,2026-08-25,47,New
LEAD100380,CUST10613,REP1009,Website,2026-06-30,78,Nurturing
LEAD100381,CUST10346,REP1016,Website,2026-03-23,98,Qualified
LEAD100382,CUST10366,REP1014,Website,2026-02-27,33,Low Priority
LEAD100383,CUST10773,REP1022,Partner,2026-06-01,73,Nurturing
LEAD100384,CUST10217,REP1001,Website,2026-06-30,35,Low Priority
LEAD100385,CUST10618,REP1005,Website,2026-01-09,24,Low Priority
LEAD100386,CUST10737,REP1023,Referral,2025-10-03,54,New
LEAD100387,CUST10288,REP1025,Email,2025-10-27,66,Nurturing
LEAD100388,CUST10275,REP1010,Partner,2026-02-03,41,New
LEAD100389,CUST10426,REP1010,Website,2026-06-06,98,Qualified
LEAD100390,CUST10711,REP1017,Email,2026-03-10,69,Nurturing
LEAD100391,CUST10306,REP1015,Partner,2026-05-14,55,New
LEAD100392,CUST10456,REP1006,Website,2026-03-21,59,New
LEAD100393,CUST10653,REP1016,Email,2025-12-31,57,New
LEAD100394,CUST10225,REP1025,Event,2026-07-01,29,Low Priority
LEAD100395,CUST10683,REP1022,Partner,2026-06-22,69,Nurturing
LEAD100396,CUST10166,REP1025,Website,2026-09-17,83,Qualified
