opportunity_id,customer_id,sales_rep_id,product_id,created_date,deal_size,stage,close_date
OPP200041,CUST10007,REP1007,P1012,2026-05-06,18933.15,Negotiation,2026-06-18
OPP200042,CUST11032,REP1005,P1002,2026-05-07,16345.78,Lost,2026-06-19
OPP200043,CUST10035,REP1020,P1004,2025-10-09,35005.31,Qualified,2025-10-19
OPP200044,CUST10138,REP1023,P1010,2026-06-08,34661.52,Proposal,2026-08-01
OPP200045,CUST10870,REP1011,P1001,2026-01-28,68159.1,Proposal,2026-02-19
OPP200046,CUST10747,REP1004,P1001,2025-10-23,26735.84,Won,2025-11-14
OPP200047,CUST11175,REP1011,P1004,2026-02-24,11854.43,Proposal,2026-03-22
OPP200048,CUST10681,REP1020,P1012,2026-03-07,56364.98,Proposal,2026-04-29
OPP200049,CUST10501,REP1004,P1011,2026-01-19,90713.86,Qualified,2026-03-28
OPP200050,CUST10803,REP1009,P1012,2026-04-24,45868.65,Lost,2026-06-04
OPP200051,CUST10915,REP1001,P1011,2026-02-27,46615.96,Won,2026-03-17
OPP200052,CUST10806,REP1015,P1002,2025-11-29,80625.67,Negotiation,2026-01-10
OPP200053,CUST10445,REP1006,P1005,2026-03-20,35972.66,Lost,2026-04-19
OPP200054,CUST11152,REP1006,P1007,2025-12-12,47322.65,Negotiation,2026-02-23
OPP200055,CUST10362,REP1004,P1002,2025-11-02,38885.73,Lost,2025-12-19
OPP200056,CUST10416,REP1022,P1012,2025-12-13,12670.93,Prospecting,2026-01-18
OPP200057,CUST10334,REP1015,P1008,2026-06-07,37520.89,Qualified,2026-07-23
OPP200058,CUST10360,REP1029,P1011,2026-03-07,219292.06,Won,2026-05-31
OPP200059,CUST10256,REP1012,P1004,2025-12-27,46340.72,Proposal,2026-02-07
OPP200060,CUST10698,REP1007,P1009,2026-01-09,6630.84,Qualified,2026-01-26
OPP200061,CUST10875,REP1007,P1002,2026-05-25,20406.48,Won,2026-06-12
OPP200062,CUST10516,REP1029,P1001,2026-04-02,68330.53,Negotiation,2026-04-18
OPP200063,CUST11108,REP1018,P1008,2026-05-01,14595.04,Qualified,2026-05-18
OPP200064,CUST10569,REP1010,P1001,2026-03-17,14880.46,Proposal,2026-04-12
OPP200065,CUST10561,REP1020,P1004,2026-06-30,50278.43,Proposal,2026-08-01
OPP200066,CUST10084,REP1017,P1010,2026-03-30,39721.67,Prospecting,2026-05-24
OPP200067,CUST11085,REP1004,P1006,2026-01-19,4118.72,Qualified,2026-02-18
OPP200068,CUST10178,REP1022,P1005,2025-12-09,231309.92,Proposal,2026-03-08
OPP200069,CUST10198,REP1004,P1004,2025-10-13,99202.45,Won,2025-12-15
OPP200070,CUST11123,REP1006,P1009,2026-04-30,9758.25,Proposal,2026-06-09
OPP200071,CUST10624,REP1022,P1012,2026-06-14,24314.02,Proposal,2026-08-04
OPP200072,CUST10082,REP1014,P1009,2026-04-01,13798.73,Negotiation,2026-04-27
OPP200073,CUST10531,REP1007,P1005,2026-02-11,190040.96,Prospecting,2026-05-05
OPP200074,CUST10709,REP1003,P1006,2025-11-05,36793.41,Proposal,2025-12-29
OPP200075,CUST10013,REP1018,P1002,2026-03-27,47988.85,Qualified,2026-04-24
OPP200076,CUST10906,REP1021,P1002,2025-11-25,39130.53,Negotiation,2025-12-19
OPP200077,CUST10803,REP1007,P1004,2026-03-21,289897.78,Prospecting,2026-04-27
OPP200078,CUST10015,REP1013,P1005,2025-12-22,18582.53,Proposal,2026-02-02
OPP200079,CUST10743,REP1011,P1012,2026-05-27,20048.76,Negotiation,2026-06-20
OPP200080,CUST10268,REP1027,P1011,2026-06-15,23189.96,Won,2026-07-14
OPP200081,CUST10882,REP1024,P1002,2025-12-04,5485.83,Won,2025-12-21
OPP200082,CUST10453,REP1009,P1004,2025-12-29,53653.51,Lost,2026-01-20
OPP200083,CUST10243,REP1016,P1001,2026-06-11,15603.38,Negotiation,2026-07-03
OPP200084,CUST10609,REP1028,P1001,2025-10-06,7895.93,Qualified,2025-11-04
OPP200085,CUST10532,REP1011,P1005,2026-02-20,34275.42,Qualified,2026-03-05
OPP200086,CUST10410,REP1005,P1012,2025-11-08,26914.97,Prospecting,2025-12-15
OPP200087,CUST11055,REP1009,P1003,2026-01-28,127838.26,Qualified,2026-03-22
OPP200088,CUST10779,REP1019,P1009,2025-10-09,14300.43,Prospecting,2025-11-03
OPP200089,CUST10585,REP1030,P1005,2025-11-08,36750.49,Qualified,2025-11-15
OPP200090,CUST10272,REP1010,P1007,2026-01-19,16772.6,Negotiation,2026-01-29
OPP200091,CUST10683,REP1002,P1011,2025-10-17,22542.89,Negotiation,2025-11-03
OPP200092,CUST10031,REP1006,P1010,2026-05-08,9814.04,Qualified,2026-06-12
OPP200093,CUST11062,REP1013,P1010,2026-03-08,110560.59,Proposal,2026-05-29
OPP200094,CUST10002,REP1003,P1005,2026-02-01,94431.16,Qualified,2026-03-31
OPP200095,CUST10839,REP1002,P1001,2026-02-07,56807.87,Proposal,2026-03-06
OPP200096,CUST10415,REP1020,P1012,2026-05-19,50368.5,Proposal,2026-07-26
OPP200097,CUST10863,REP1025,P1012,2026-05-21,26352.64,Qualified,2026-06-16
OPP200098,CUST10434,REP1007,P1011,2025-10-14,61628.21,Qualified,2025-11-03
OPP200099,CUST10032,REP1016,P1006,2026-04-07,28986.44,Lost,2026-05-16
OPP200100,CUST11139,REP1018,P1004,2026-02-07,115809.08,Proposal,2026-03-23
OPP200101,CUST10920,REP1021,P1003,2026-05-04,25240.19,Proposal,2026-06-09
OPP200102,CUST10054,REP1030,P1005,2026-05-05,40447.68,Prospecting,2026-05-24
OPP200103,CUST10040,REP1027,P1005,2026-04-13,10157.25,Prospecting,2026-05-19
OPP200104,CUST10637,REP1010,P1004,2026-04-04,26923.53,Qualified,2026-04-22
OPP200105,CUST11148,REP1030,P1012,2025-11-28,79315.14,Lost,2026-01-13
OPP200106,CUST10694,REP1002,P1008,2026-05-23,14780.51,Prospecting,2026-05-31
OPP200107,CUST10013,REP1029,P1003,2026-04-11,17266.23,Qualified,2026-05-04
OPP200108,CUST10840,REP1005,P1008,2025-12-15,34939.77,Lost,2026-01-20
OPP200109,CUST10514,REP1004,P1009,2025-12-03,61435.49,Proposal,2026-01-13
OPP200110,CUST10767,REP1004,P1007,2026-02-15,15016.07,Qualified,2026-03-16
OPP200111,CUST10421,REP1004,P1012,2026-01-03,18488.41,Negotiation,2026-01-30
OPP200112,CUST10010,REP1014,P1012,2026-04-05,19004.11,Proposal,2026-04-15
OPP200113,CUST10023,REP1020,P1006,2026-01-20,35088.87,Lost,2026-04-13
OPP200114,CUST10759,REP1023,P1006,2025-11-16,49241.0,Prospecting,2026-01-03
OPP200115,CUST10763,REP1001,P1003,2026-01-17,38350.59,Won,2026-03-07
OPP200116,CUST10387,REP1009,P1010,2026-05-13,4322.17,Qualified,2026-06-14
OPP200117,CUST10099,REP1004,P1012,2026-05-17,42619.33,Won,2026-07-05
OPP200118,CUST10928,REP1005,P1008,2025-12-25,12220.36,Won,2026-01-12
OPP200119,CUST10182,REP1023,P1003,2026-05-07,7291.47,Won,2026-05-20
OPP200120,CUST10227,REP1020,P1007,2025-10-26,5630.07,Won,2025-11-07
OPP200121,CUST10543,REP1007,P1010,2026-06-28,12909.48,Negotiation,2026-07-13
OPP200122,CUST10860,REP1010,P1001,2026-04-29,14429.49,Prospecting,2026-05-27
OPP200123,CUST11195,REP1028,P1008,2025-10-12,15475.13,Prospecting,2025-11-24
OPP200124,CUST10751,REP1018,P1008,2026-04-12,50961.72,Qualified,2026-06-26
OPP200125,CUST11153,REP1008,P1007,2026-02-13,6024.5,Proposal,2026-03-29
OPP200126,CUST10783,REP1029,P1008,2026-06-01,84967.4,Qualified,2026-08-20
OPP200127,CUST11018,REP1006,P1011,2025-12-05,253235.11,Won,2026-01-25
OPP200128,CUST10212,REP1009,P1002,2026-06-03,84043.33,Won,2026-07-31
OPP200129,CUST10068,REP1021,P1007,2026-05-28,83662.58,Lost,2026-08-24
OPP200130,CUST10804,REP1016,P1010,2025-12-16,21864.67,Proposal,2026-02-01
OPP200131,CUST11171,REP1003,P1010,2026-01-27,8949.1,Won,2026-02-19
OPP200132,CUST10885,REP1025,P1006,2026-03-26,42046.87,Won,2026-05-18
OPP200133,CUST10412,REP1007,P1012,2025-12-06,18612.61,Lost,2025-12-26
OPP200134,CUST10588,REP1021,P1004,2026-07-02,107176.57,Won,2026-08-16
OPP200135,CUST10135,REP1011,P1006,2025-11-22,52611.35,Qualified,2026-02-17
OPP200136,CUST10409,REP1023,P1010,2025-12-07,8639.02,Prospecting,2026-01-03
OPP200137,CUST10820,REP1027,P1006,2026-02-15,17393.42,Lost,2026-03-17
OPP200138,CUST10200,REP1024,P1005,2026-02-08,37404.5,Negotiation,2026-02-17
OPP200139,CUST10578,REP1028,P1007,2025-10-14,22686.88,Won,2025-11-13
OPP200140,CUST10348,REP1017,P1008,2026-06-08,15478.97,Won,2026-07-05
OPP200141,CUST10589,REP1002,P1012,2025-12-06,110431.87,Won,2026-03-06
OPP200142,CUST10917,REP1017,P1008,2025-10-29,7867.94,Won,2025-11-17
OPP200143,CUST11062,REP1014,P1003,2026-02-20,73590.97,Lost,2026-04-10
OPP200144,CUST10492,REP1022,P1001,2026-06-13,107242.0,Lost,2026-08-06
OPP200145,CUST10993,REP1008,P1012,2025-10-01,17785.14,Qualified,2025-11-16
OPP200146,CUST10844,REP1021,P1006,2026-02-12,48383.56,Prospecting,2026-05-11
OPP200147,CUST11107,REP1014,P1003,2026-06-08,43665.74,Prospecting,2026-07-08
OPP200148,CUST10889,REP1021,P1003,2026-06-03,53925.93,Proposal,2026-06-26
OPP200149,CUST10661,REP1013,P1002,2025-11-16,20313.84,Won,2026-01-04
OPP200150,CUST10810,REP1012,P1003,2026-03-20,45392.61,Won,2026-04-28
OPP200151,CUST10382,REP1007,P1010,2026-05-18,20939.52,Proposal,2026-06-11
OPP200152,CUST10809,REP1025,P1008,2026-04-03,14777.7,Qualified,2026-05-18
OPP200153,CUST10851,REP1003,P1008,2026-03-30,75974.78,Proposal,2026-05-29
OPP200154,CUST10733,REP1008,P1001,2026-05-01,28064.96,Won,2026-06-13
OPP200155,CUST10124,REP1013,P1009,2026-02-02,27853.74,Negotiation,2026-04-03
OPP200156,CUST10623,REP1005,P1012,2025-10-19,25149.98,Prospecting,2025-11-11
OPP200157,CUST10854,REP1028,P1012,2026-03-25,59239.94,Qualified,2026-06-18
OPP200158,CUST10238,REP1011,P1005,2026-03-22,51453.67,Proposal,2026-05-20
OPP200159,CUST10945,REP1008,P1008,2026-05-23,7881.46,Proposal,2026-06-17
OPP200160,CUST11012,REP1008,P1004,2026-06-12,12725.29,Won,2026-07-02
OPP200161,CUST10647,REP1006,P1011,2026-01-01,11356.71,Lost,2026-01-14
OPP200162,CUST11158,REP1020,P1012,2026-06-20,65378.23,Prospecting,2026-07-06
OPP200163,CUST11030,REP1015,P1003,2025-10-03,55956.62,Qualified,2025-12-02
OPP200164,CUST10560,REP1007,P1006,2026-06-24,99767.42,Proposal,2026-08-19
OPP200165,CUST11062,REP1027,P1003,2025-11-07,49926.47,Qualified,2026-01-16
OPP200166,CUST11120,REP1020,P1008,2026-03-27,82750.08,Proposal,2026-05-10
OPP200167,CUST10130,REP1013,P1004,2026-04-06,25075.23,Prospecting,2026-04-25
OPP200168,CUST11198,REP1016,P1009,2026-03-24,10109.49,Prospecting,2026-05-01
OPP200169,CUST10006,REP1020,P1012,2026-06-30,12352.44,Won,2026-08-01
OPP200170,CUST10584,REP1005,P1011,2026-03-01,10769.45,Prospecting,2026-03-16
OPP200171,CUST11126,REP1025,P1003,2025-11-06,88390.59,Won,2025-12-06
OPP200172,CUST10870,REP1008,P1002,2026-03-17,14218.03,Qualified,2026-05-08
OPP200173,CUST10321,REP1001,P1010,2025-12-19,20246.58,Qualified,2025-12-29
OPP200174,CUST10773,REP1016,P1001,2026-03-18,41273.28,Prospecting,2026-04-02
OPP200175,CUST10258,REP1027,P1005,2026-01-13,37328.87,Prospecting,2026-01-31
OPP200176,CUST10285,REP1022,P1012,2025-10-12,49760.32,Qualified,2025-12-08
OPP200177,CUST11094,REP1010,P1006,2026-03-25,4246.8,Won,2026-04-26
OPP200178,CUST10057,REP1012,P1001,2025-10-25,29917.5,Lost,2025-11-09
OPP200179,CUST11155,REP1018,P1012,2025-12-30,6442.54,Prospecting,2026-02-10
OPP200180,CUST10545,REP1007,P1009,2026-03-20,9316.44,Prospecting,2026-05-17
OPP200181,CUST10078,REP1025,P1004,2026-05-31,47469.1,Prospecting,2026-07-04
OPP200182,CUST10945,REP1009,P1008,2025-12-26,12071.39,Won,2026-01-04
OPP200183,CUST10058,REP1007,P1008,2025-12-22,22305.8,Qualified,2026-01-05
OPP200184,CUST10391,REP1003,P1007,2025-12-22,6299.32,Qualified,2026-02-01
OPP200185,CUST10289,REP1021,P1012,2026-03-08,114067.11,Won,2026-05-27
OPP200186,CUST10942,REP1001,P1010,2025-11-23,14721.03,Won,2026-01-01
OPP200187,CUST10477,REP1025,P1004,2026-02-22,53776.77,Negotiation,2026-03-30
OPP200188,CUST10786,REP1030,P1012,2026-05-09,52222.26,Prospecting,2026-07-14
OPP200189,CUST10087,REP1004,P1012,2025-10-23,12083.61,Proposal,2025-11-05
OPP200190,CUST10835,REP1003,P1001,2026-06-23,20105.11,Qualified,2026-07-01
OPP200191,CUST10854,REP1029,P1004,2026-02-24,316855.96,Negotiation,2026-04-08
OPP200192,CUST10343,REP1004,P1008,2026-03-22,7987.16,Won,2026-04-22
OPP200193,CUST11058,REP1013,P1011,2026-03-19,30651.75,Prospecting,2026-04-20
OPP200194,CUST10565,REP1027,P1009,2026-06-17,13210.73,Won,2026-07-18
OPP200195,CUST10801,REP1005,P1007,2026-04-01,86822.41,Proposal,2026-05-27
OPP200196,CUST10219,REP1020,P1004,2026-06-01,242905.68,Won,2026-08-03
OPP200197,CUST11120,REP1012,P1002,2025-12-18,41890.66,Prospecting,2026-03-16
OPP200198,CUST10296,REP1014,P1011,2025-11-29,27748.2,Qualified,2026-01-11
OPP200199,CUST10752,REP1028,P1007,2026-03-26,5347.69,Prospecting,2026-05-09
OPP200200,CUST10108,REP1020,P1006,2025-11-12,33855.85,Negotiation,2026-01-10
OPP200201,CUST10054,REP1010,P1012,2025-10-31,27246.55,Prospecting,2025-12-13
OPP200202,CUST10153,REP1029,P1002,2025-11-28,19930.33,Qualified,2026-01-12
OPP200203,CUST11132,REP1018,P1004,2025-12-14,54386.48,Won,2025-12-30
OPP200204,CUST10253,REP1003,P1011,2025-10-27,212799.61,Won,2025-12-27
OPP200205,CUST11056,REP1012,P1004,2026-04-19,117647.86,Negotiation,2026-05-06
OPP200206,CUST10697,REP1008,P1012,2026-03-10,63006.42,Negotiation,2026-03-28
OPP200207,CUST10107,REP1020,P1011,2025-11-25,89285.5,Negotiation,2025-12-15
OPP200208,CUST10530,REP1026,P1002,2025-12-17,22846.34,Negotiation,2025-12-29
OPP200209,CUST10576,REP1002,P1006,2026-06-13,31102.76,Qualified,2026-07-16
OPP200210,CUST10321,REP1024,P1010,2026-06-09,4644.69,Prospecting,2026-07-14
OPP200211,CUST10725,REP1028,P1006,2025-11-03,4238.4,Proposal,2025-12-18
OPP200212,CUST11034,REP1030,P1003,2026-03-18,103263.21,Prospecting,2026-06-15
OPP200213,CUST11061,REP1020,P1001,2025-12-28,38565.62,Proposal,2026-01-19
OPP200214,CUST10631,REP1010,P1001,2026-01-07,15397.1,Proposal,2026-01-31
OPP200215,CUST11073,REP1005,P1003,2026-03-14,17575.04,Prospecting,2026-04-17
OPP200216,CUST11108,REP1029,P1004,2026-06-28,39346.99,Won,2026-07-08
OPP200217,CUST10106,REP1013,P1004,2026-03-10,207944.76,Negotiation,2026-04-11
OPP200218,CUST10762,REP1011,P1011,2026-06-20,39139.17,Proposal,2026-07-10
OPP200219,CUST10928,REP1023,P1007,2026-05-14,21390.31,Lost,2026-06-23
OPP200220,CUST10019,REP1022,P1002,2026-05-03,35574.43,Qualified,2026-06-04
OPP200221,CUST10725,REP1025,P1001,2026-05-06,30441.25,Qualified,2026-05-27
OPP200222,CUST11097,REP1027,P1002,2026-05-06,23341.99,Prospecting,2026-07-05
OPP200223,CUST10322,REP1027,P1004,2025-12-10,118569.03,Proposal,2026-01-10
OPP200224,CUST11029,REP1006,P1009,2026-06-26,13196.89,Qualified,2026-07-29
OPP200225,CUST11121,REP1006,P1001,2026-06-10,6642.65,Won,2026-07-25
OPP200226,CUST10763,REP1007,P1005,2026-03-15,82620.59,Qualified,2026-04-03
OPP200227,CUST10756,REP1019,P1006,2026-04-14,77070.48,Proposal,2026-06-14
OPP200228,CUST10642,REP1018,P1002,2026-05-31,24076.64,Proposal,2026-06-29
OPP200229,CUST10491,REP1026,P1001,2025-11-11,43947.69,Qualified,2025-11-30
OPP200230,CUST10544,REP1026,P1003,2025-10-18,158489.35,Won,2025-11-19
OPP200231,CUST10627,REP1025,P1002,2026-07-01,49523.22,Negotiation,2026-08-14
OPP200232,CUST10579,REP1003,P1010,2026-03-02,10275.11,Won,2026-04-03
OPP200233,CUST10992,REP1021,P1012,2026-04-17,32113.2,Negotiation,2026-05-27
OPP200234,CUST10924,REP1026,P1008,2026-02-16,10463.69,Proposal,2026-03-21
OPP200235,CUST10418,REP1030,P1010,2026-02-20,38822.06,Proposal,2026-04-08
OPP200236,CUST10616,REP1011,P1010,2025-10-11,28279.37,Negotiation,2025-10-27
OPP200237,CUST10259,REP1024,P1011,2025-12-19,159072.37,Qualified,2026-01-20
OPP200238,CUST10212,REP1013,P1002,2025-10-24,142882.92,Proposal,2025-12-13
OPP200239,CUST10443,REP1005,P1012,2026-01-27,11896.14,Prospecting,2026-02-25
OPP200240,CUST10070,REP1011,P1006,2025-10-07,8443.7,Negotiation,2025-11-18
OPP200241,CUST11026,REP1008,P1007,2026-05-09,11278.42,Prospecting,2026-06-23
OPP200242,CUST10152,REP1028,P1010,2025-12-20,62119.33,Lost,2026-03-10
OPP200243,CUST10392,REP1006,P1006,2026-04-22,12502.32,Prospecting,2026-05-10
OPP200244,CUST10302,REP1004,P1004,2025-10-15,257406.09,Proposal,2025-12-19
OPP200245,CUST10249,REP1018,P1001,2025-10-10,20451.2,Qualified,2025-10-29
OPP200246,CUST10442,REP1018,P1003,2026-01-25,28021.8,Qualified,2026-02-19
OPP200247,CUST10864,REP1017,P1002,2026-05-05,11229.87,Qualified,2026-05-15
OPP200248,CUST11071,REP1005,P1005,2026-05-12,26288.14,Negotiation,2026-07-11
OPP200249,CUST10227,REP1015,P1010,2026-02-27,14969.36,Prospecting,2026-03-23
OPP200250,CUST10287,REP1028,P1005,2026-03-18,93645.37,Qualified,2026-05-31
OPP200251,CUST10564,REP1003,P1008,2026-04-08,16251.44,Prospecting,2026-04-19
OPP200252,CUST10384,REP1024,P1003,2026-04-04,28237.98,Qualified,2026-05-18
OPP200253,CUST10960,REP1004,P1008,2026-04-22,11626.94,Lost,2026-05-19
OPP200254,CUST10268,REP1008,P1012,2025-10-09,23100.05,Proposal,2025-10-18
OPP200255,CUST10483,REP1027,P1004,2026-01-26,78771.21,Won,2026-02-26
OPP200256,CUST10655,REP1009,P1006,2026-05-19,69394.52,Proposal,2026-06-30
OPP200257,CUST10458,REP1016,P1012,2026-01-29,116117.53,Proposal,2026-03-04
OPP200258,CUST10741,REP1012,P1008,2025-11-10,8390.34,Won,2025-11-18
OPP200259,CUST10960,REP1019,P1005,2026-04-01,37420.92,Prospecting,2026-05-05
OPP200260,CUST10639,REP1013,P1002,2025-12-23,29018.88,Won,2026-02-15
OPP200261,CUST10549,REP1014,P1012,2026-02-18,12143.31,Proposal,2026-03-22
OPP200262,CUST11143,REP1025,P1008,2026-02-20,29457.48,Qualified,2026-04-07
OPP200263,CUST11179,REP1017,P1001,2026-04-10,7295.98,Lost,2026-04-18
OPP200264,CUST11195,REP1017,P1007,2026-06-13,42156.46,Qualified,2026-07-05
OPP200265,CUST10020,REP1025,P1012,2026-04-09,22568.21,Lost,2026-04-17
OPP200266,CUST11005,REP1013,P1012,2026-07-02,23283.41,Lost,2026-08-15
OPP200267,CUST11079,REP1025,P1003,2025-10-06,85523.0,Qualified,2025-12-20
OPP200268,CUST10967,REP1022,P1005,2026-05-04,81521.29,Qualified,2026-07-31
OPP200269,CUST10900,REP1027,P1012,2026-01-23,6714.7,Won,2026-03-06
OPP200270,CUST10440,REP1014,P1010,2026-04-19,38330.0,Prospecting,2026-05-13
OPP200271,CUST10872,REP1017,P1007,2025-10-24,12349.41,Won,2025-11-19
OPP200272,CUST10696,REP1004,P1004,2026-02-23,11913.86,Prospecting,2026-03-27
OPP200273,CUST10998,REP1004,P1010,2025-10-09,31119.5,Qualified,2025-11-26
OPP200274,CUST10422,REP1004,P1007,2026-04-02,59738.42,Proposal,2026-05-17
OPP200275,CUST10892,REP1019,P1007,2025-11-29,70627.06,Won,2026-01-25
OPP200276,CUST10942,REP1010,P1012,2025-11-09,6479.76,Won,2025-11-16
OPP200277,CUST11001,REP1009,P1005,2025-10-22,8943.4,Negotiation,2025-12-04
OPP200278,CUST10207,REP1019,P1008,2025-12-14,37116.4,Qualified,2026-02-24
OPP200279,CUST11037,REP1012,P1001,2026-06-21,7295.51,Proposal,2026-07-30
OPP200280,CUST10261,REP1005,P1009,2026-06-28,12959.79,Qualified,2026-07-22
OPP200281,CUST11125,REP1017,P1007,2025-10-23,16572.7,Qualified,2025-11-03
OPP200282,CUST10047,REP1017,P1011,2026-06-27,41996.13,Qualified,2026-08-22
OPP200283,CUST10269,REP1005,P1004,2026-03-11,86760.85,Negotiation,2026-05-01
OPP200284,CUST10731,REP1009,P1012,2025-12-28,36395.13,Qualified,2026-02-19
OPP200285,CUST10653,REP1008,P1007,2026-06-17,37705.26,Prospecting,2026-07-21
OPP200286,CUST10827,REP1021,P1003,2025-12-06,47847.09,Negotiation,2026-01-31
OPP200287,CUST10485,REP1008,P1002,2025-11-19,16078.03,Prospecting,2025-12-04
OPP200288,CUST10005,REP1001,P1003,2025-12-03,26722.24,Lost,2026-01-08
OPP200289,CUST10742,REP1009,P1004,2025-11-10,12709.83,Qualified,2025-12-06
OPP200290,CUST10613,REP1015,P1007,2026-02-11,42137.1,Prospecting,2026-03-04
OPP200291,CUST10611,REP1024,P1011,2025-11-08,22745.2,Won,2025-12-12
OPP200292,CUST10453,REP1002,P1012,2025-12-01,17119.0,Negotiation,2025-12-22
OPP200293,CUST11069,REP1027,P1009,2026-01-11,9948.05,Won,2026-02-01
OPP200294,CUST10951,REP1010,P1006,2026-03-28,17078.16,Proposal,2026-05-14
OPP200295,CUST10218,REP1011,P1008,2026-05-24,37664.86,Qualified,2026-07-13
OPP200296,CUST10047,REP1001,P1004,2025-10-21,108247.66,Negotiation,2025-11-19
OPP200297,CUST10218,REP1009,P1003,2026-03-23,35175.52,Proposal,2026-05-21
OPP200298,CUST10059,REP1015,P1007,2025-10-29,14980.69,Proposal,2025-12-15
OPP200299,CUST10852,REP1019,P1010,2026-06-30,13065.95,Qualified,2026-07-07
OPP200300,CUST10745,REP1024,P1001,2025-12-16,80989.63,Qualified,2026-02-04
OPP200301,CUST10556,REP1016,P1002,2026-05-24,22648.52,Prospecting,2026-07-22
OPP200302,CUST10710,REP1004,P1003,2026-05-02,50837.78,Won,2026-06-11
OPP200303,CUST10971,REP1012,P1003,2025-12-29,14078.68,Qualified,2026-02-11
OPP200304,CUST10998,REP1023,P1002,2025-12-28,24100.92,Lost,2026-02-04
OPP200305,CUST10522,REP1020,P1002,2025-12-27,5051.2,Qualified,2026-01-29
OPP200306,CUST10711,REP1018,P1001,2026-02-07,20220.46,Proposal,2026-03-12
OPP200307,CUST10693,REP1016,P1005,2026-01-30,90729.63,Qualified,2026-03-09
OPP200308,CUST11140,REP1016,P1009,2026-03-30,3567.98,Negotiation,2026-04-26
OPP200309,CUST10914,REP1030,P1002,2026-02-05,14581.86,Won,2026-03-17
OPP200310,CUST10378,REP1018,P1004,2026-05-05,96775.06,Proposal,2026-07-13
