transaction_id,customer_id,sales_rep_id,product_id,transaction_date,revenue,quantity,discount_pct,net_revenue
TXN300047,CUST10544,REP1026,P1003,2025-11-19,76467.44,6,0.057,72108.8
TXN300048,CUST10579,REP1003,P1010,2026-04-03,15641.76,3,0.079,14406.06
TXN300049,CUST10483,REP1027,P1004,2026-02-26,128029.96,7,0.038,123164.82
TXN300050,CUST10741,REP1012,P1008,2025-11-18,10928.02,3,0.027,10632.96
TXN300051,CUST10639,REP1013,P1002,2026-02-15,31577.59,4,0.07,29367.16
TXN300052,CUST10900,REP1027,P1012,2026-03-06,12451.73,2,0.03,12078.18
TXN300053,CUST10872,REP1017,P1007,2025-11-19,18899.47,3,0.008,18748.27
TXN300054,CUST10892,REP1019,P1007,2026-01-25,150510.55,12,0.076,139071.75
TXN300055,CUST10942,REP1010,P1012,2025-11-16,13163.54,2,0.039,12650.16
TXN300056,CUST10611,REP1024,P1011,2025-12-12,32172.39,3,0.035,31046.36
TXN300057,CUST11069,REP1027,P1009,2026-02-01,18784.8,4,0.1,16906.32
TXN300058,CUST10710,REP1004,P1003,2026-06-11,86115.01,6,0.091,78278.54
TXN300059,CUST10914,REP1030,P1002,2026-03-17,27409.04,4,0.114,24284.41
TXN300060,CUST10478,REP1011,P1003,2026-01-17,6038.65,1,0.023,5899.76
TXN300061,CUST10971,REP1026,P1009,2025-12-14,10907.08,3,0.027,10612.59
TXN300062,CUST10956,REP1024,P1005,2026-05-31,83410.95,4,0.173,68980.86
TXN300063,CUST10584,REP1020,P1001,2026-07-09,15766.86,2,0.067,14710.48
TXN300064,CUST10001,REP1025,P1007,2026-05-14,52120.45,7,0.052,49410.19
TXN300065,CUST10729,REP1009,P1002,2026-07-05,5026.84,1,0.032,4865.98
TXN300066,CUST11105,REP1002,P1012,2026-01-24,13222.98,2,0.067,12337.04
TXN300067,CUST10881,REP1017,P1004,2026-01-16,35109.52,3,0.007,34863.75
TXN300068,CUST10802,REP1026,P1004,2026-05-06,50504.63,4,0.024,49292.52
TXN300069,CUST10784,REP1011,P1008,2026-01-01,14814.35,4,0.043,14177.33
TXN300070,CUST11062,REP1016,P1002,2026-07-20,58371.38,5,0.158,49148.7
TXN300071,CUST10706,REP1005,P1005,2026-06-07,9383.8,1,0.045,8961.53
TXN300072,CUST11042,REP1020,P1005,2026-04-23,35832.0,4,0.039,34434.55
TXN300073,CUST10546,REP1013,P1008,2026-05-05,27131.23,5,0.116,23984.01
TXN300074,CUST10494,REP1022,P1011,2026-03-29,96861.37,7,0.032,93761.81
TXN300075,CUST10361,REP1016,P1011,2026-02-15,91546.05,4,0.151,77722.6
TXN300076,CUST10962,REP1014,P1009,2026-02-13,3393.46,1,0.01,3359.53
TXN300077,CUST10608,REP1023,P1009,2026-08-11,3381.77,1,0.059,3182.25
TXN300078,CUST11026,REP1022,P1008,2026-04-01,3777.45,1,0.043,3615.02
TXN300079,CUST11085,REP1006,P1007,2026-05-14,22168.58,4,0.021,21703.04
TXN300080,CUST10119,REP1007,P1005,2026-08-11,72315.63,6,0.074,66964.27
TXN300081,CUST10235,REP1026,P1010,2025-12-23,10371.15,2,0.07,9645.17
TXN300082,CUST10587,REP1017,P1006,2026-05-05,4346.23,1,0.038,4181.07
TXN300083,CUST10132,REP1027,P1008,2026-03-13,3821.88,1,0.001,3818.06
TXN300084,CUST11048,REP1013,P1011,2026-08-01,43881.9,3,0.026,42740.97
TXN300085,CUST11130,REP1001,P1008,2026-03-18,12594.68,3,0.051,11952.35
TXN300086,CUST10281,REP1021,P1012,2026-06-05,25930.06,4,0.054,24529.84
TXN300087,CUST10236,REP1026,P1001,2026-05-31,109379.09,8,0.102,98222.42
TXN300088,CUST10350,REP1002,P1010,2026-06-25,19451.93,4,0.019,19082.34
TXN300089,CUST10604,REP1013,P1007,2026-07-26,56944.47,7,0.092,51705.58
TXN300090,CUST11126,REP1027,P1002,2026-06-22,114865.74,10,0.09,104527.82
TXN300091,CUST10602,REP1006,P1009,2026-05-30,10290.98,2,0.027,10013.12
TXN300092,CUST11029,REP1009,P1004,2026-05-13,53491.93,4,0.033,51726.7
TXN300093,CUST10174,REP1019,P1003,2026-05-25,70302.03,7,0.074,65099.68
TXN300094,CUST10966,REP1018,P1008,2026-04-19,11481.05,3,0.077,10597.01
TXN300095,CUST10453,REP1013,P1004,2025-11-17,37283.02,3,0.047,35530.72
TXN300096,CUST11106,REP1001,P1002,2026-04-23,21684.07,4,0.017,21315.44
TXN300097,CUST10307,REP1027,P1001,2025-11-17,53544.07,5,0.103,48029.03
TXN300098,CUST10622,REP1027,P1011,2026-07-18,20092.02,2,0.023,19629.9
TXN300099,CUST10540,REP1028,P1011,2025-12-31,90060.97,6,0.116,79613.9
TXN300100,CUST10788,REP1029,P1002,2026-01-03,41191.93,6,0.053,39008.76
TXN300101,CUST10737,REP1003,P1009,2026-06-04,3126.94,1,0.073,2898.67
TXN300102,CUST10614,REP1018,P1001,2026-02-23,23330.36,3,0.07,21697.23
TXN300103,CUST10234,REP1017,P1003,2026-05-14,6158.91,1,0.069,5733.95
TXN300104,CUST10515,REP1011,P1012,2026-07-20,19503.27,3,0.003,19444.76
TXN300105,CUST10925,REP1015,P1006,2025-12-16,4307.37,1,0.068,4014.47
TXN300106,CUST10165,REP1021,P1010,2026-05-17,19662.69,4,0.058,18522.25
TXN300107,CUST10185,REP1023,P1011,2026-06-06,236701.78,10,0.093,214688.51
TXN300108,CUST10867,REP1023,P1007,2026-02-14,34473.71,4,0.069,32095.02
TXN300109,CUST10084,REP1021,P1002,2026-04-14,39625.0,5,0.084,36296.5
TXN300110,CUST10826,REP1002,P1011,2025-12-07,30352.33,3,0.075,28075.91
TXN300111,CUST10663,REP1007,P1001,2026-08-10,72317.41,5,0.151,61397.48
TXN300112,CUST10381,REP1003,P1001,2026-01-31,124540.45,8,0.106,111339.16
TXN300113,CUST10648,REP1008,P1011,2026-07-07,94990.22,6,0.085,86916.05
TXN300114,CUST11126,REP1007,P1007,2026-03-19,75541.95,6,0.074,69951.85
TXN300115,CUST10841,REP1024,P1006,2026-03-27,9264.51,2,0.034,8949.52
TXN300116,CUST11143,REP1021,P1010,2026-06-05,19077.9,3,0.099,17189.19
TXN300117,CUST10779,REP1012,P1011,2026-01-28,28734.52,2,0.081,26407.02
TXN300118,CUST10439,REP1025,P1011,2026-03-07,46257.35,4,0.063,43343.14
TXN300119,CUST11194,REP1003,P1004,2025-12-05,38662.03,3,0.041,37076.89
TXN300120,CUST10713,REP1027,P1008,2026-03-07,57930.32,7,0.099,52195.22
TXN300121,CUST10516,REP1021,P1003,2026-06-13,38182.78,4,0.094,34593.6
TXN300122,CUST10595,REP1017,P1003,2026-07-10,148088.9,10,0.062,138907.39
TXN300123,CUST10324,REP1004,P1011,2026-07-11,32212.69,2,0.118,28411.59
TXN300124,CUST10201,REP1010,P1001,2025-11-15,20640.56,3,0.076,19071.88
TXN300125,CUST10601,REP1015,P1012,2026-05-28,27914.33,3,0.108,24899.58
TXN300126,CUST10747,REP1026,P1006,2026-06-05,16972.94,4,0.071,15767.86
TXN300127,CUST11039,REP1026,P1005,2026-06-10,36958.53,4,0.041,35443.23
TXN300128,CUST10731,REP1017,P1007,2026-05-02,52399.28,6,0.07,48731.33
TXN300129,CUST10021,REP1012,P1005,2025-11-02,9020.92,1,0.066,8425.54
TXN300130,CUST10860,REP1020,P1007,2025-12-29,5538.13,1,0.023,5410.75
TXN300131,CUST10706,REP1012,P1001,2025-12-29,14937.42,2,0.068,13921.68
TXN300132,CUST10738,REP1005,P1008,2026-06-28,23758.6,4,0.04,22808.26
TXN300133,CUST10470,REP1027,P1010,2025-11-14,90768.72,10,0.164,75882.65
TXN300134,CUST11198,REP1004,P1009,2026-03-23,10344.91,3,0.043,9900.08
TXN300135,CUST11186,REP1016,P1012,2026-06-11,34746.32,4,0.104,31132.7
TXN300136,CUST10039,REP1013,P1008,2026-07-12,3756.62,1,0.039,3610.11
TXN300137,CUST10620,REP1001,P1011,2026-02-13,47248.73,3,0.081,43421.58
TXN300138,CUST10093,REP1010,P1012,2026-06-17,43673.79,5,0.113,38738.65
TXN300139,CUST10393,REP1004,P1007,2026-08-06,75652.74,6,0.104,67784.86
TXN300140,CUST10015,REP1026,P1008,2026-08-01,8023.1,2,0.018,7878.68
TXN300141,CUST10992,REP1003,P1009,2026-04-17,15402.21,3,0.029,14955.55
TXN300142,CUST11111,REP1010,P1007,2026-08-01,50559.44,4,0.127,44138.39
TXN300143,CUST10466,REP1029,P1001,2025-12-24,122276.06,9,0.129,106502.45
TXN300144,CUST10491,REP1019,P1010,2025-12-20,49670.28,7,0.082,45597.32
TXN300145,CUST10861,REP1002,P1009,2026-08-03,84352.14,12,0.055,79712.77
TXN300146,CUST10537,REP1009,P1003,2025-12-30,150361.53,12,0.054,142242.01
TXN300147,CUST11177,REP1017,P1002,2026-05-05,99710.2,9,0.166,83158.31
TXN300148,CUST10021,REP1028,P1008,2026-01-07,12050.59,3,0.056,11375.76
TXN300149,CUST10955,REP1017,P1005,2026-07-30,24801.19,2,0.031,24032.35
TXN300150,CUST10864,REP1029,P1006,2025-12-21,4362.46,1,0.006,4336.29
TXN300151,CUST10560,REP1024,P1006,2026-03-04,91773.25,10,0.071,85257.35
TXN300152,CUST11193,REP1025,P1009,2025-11-07,13029.68,4,0.065,12182.75
TXN300153,CUST11011,REP1005,P1004,2026-08-27,338688.3,12,0.144,289917.18
TXN300154,CUST10071,REP1023,P1004,2026-02-26,220605.68,9,0.133,191265.12
TXN300155,CUST10657,REP1028,P1004,2026-04-16,13442.47,1,0.051,12756.9
TXN300156,CUST10274,REP1028,P1012,2025-12-20,25841.53,4,0.069,24058.46
TXN300157,CUST10972,REP1013,P1004,2026-05-26,25234.95,2,0.027,24553.61
TXN300158,CUST10786,REP1029,P1002,2026-05-20,43742.67,4,0.092,39718.34
TXN300159,CUST10758,REP1019,P1009,2025-11-08,12341.25,4,0.034,11921.65
TXN300160,CUST10209,REP1004,P1012,2026-07-31,59158.99,5,0.179,48569.53
TXN300161,CUST10140,REP1025,P1003,2026-02-25,13343.98,2,0.044,12756.84
TXN300162,CUST10584,REP1017,P1002,2026-07-09,14939.44,3,0.044,14282.1
TXN300163,CUST10103,REP1015,P1007,2025-12-18,60621.06,7,0.101,54498.33
TXN300164,CUST10670,REP1005,P1008,2026-01-26,96696.52,12,0.073,89637.67
TXN300165,CUST10679,REP1016,P1001,2026-07-01,18590.84,2,0.061,17456.8
TXN300166,CUST11090,REP1022,P1003,2026-02-24,6441.54,1,0.051,6113.02
TXN300167,CUST10012,REP1015,P1008,2026-03-24,92834.73,11,0.178,76310.15
TXN300168,CUST10067,REP1003,P1006,2026-02-06,8446.52,2,0.012,8345.16
TXN300169,CUST10810,REP1002,P1010,2026-04-23,14030.6,2,0.065,13118.61
TXN300170,CUST10412,REP1029,P1004,2026-01-18,82688.4,5,0.111,73509.99
TXN300171,CUST10608,REP1030,P1012,2025-10-22,19940.92,3,0.058,18784.35
TXN300172,CUST10867,REP1026,P1011,2026-06-06,103936.26,7,0.081,95517.42
TXN300173,CUST10732,REP1004,P1010,2026-03-15,26834.66,4,0.046,25600.27
TXN300174,CUST10601,REP1020,P1005,2026-01-09,80306.11,6,0.039,77174.17
TXN300175,CUST11112,REP1024,P1009,2025-12-09,9673.37,3,0.03,9383.17
TXN300176,CUST11101,REP1004,P1007,2026-07-12,149234.15,12,0.083,136847.72
TXN300177,CUST10296,REP1007,P1004,2025-11-07,65010.0,4,0.101,58443.99
TXN300178,CUST10674,REP1001,P1004,2026-04-24,244765.72,10,0.144,209519.46
TXN300179,CUST10634,REP1016,P1006,2026-05-28,16579.67,4,0.067,15468.83
TXN300180,CUST10782,REP1014,P1002,2025-11-08,21650.59,4,0.014,21347.48
TXN300181,CUST10030,REP1020,P1010,2026-01-06,10263.7,2,0.025,10007.11
TXN300182,CUST10920,REP1015,P1012,2026-07-10,16757.69,3,0.061,15735.47
TXN300183,CUST11019,REP1014,P1005,2026-06-29,185462.69,9,0.071,172294.84
TXN300184,CUST10823,REP1002,P1005,2025-11-14,9947.49,1,0.012,9828.12
TXN300185,CUST10064,REP1021,P1007,2026-03-05,65354.21,6,0.1,58818.79
TXN300186,CUST10798,REP1011,P1005,2026-04-11,26048.51,3,0.015,25657.78
TXN300187,CUST10049,REP1014,P1006,2025-12-14,35308.33,4,0.06,33189.83
TXN300188,CUST11032,REP1005,P1004,2026-03-15,83064.05,5,0.051,78827.78
TXN300189,CUST11148,REP1005,P1005,2026-07-21,161955.21,8,0.164,135394.56
TXN300190,CUST10682,REP1021,P1008,2026-05-28,21617.58,4,0.026,21055.52
TXN300191,CUST10332,REP1006,P1005,2026-05-05,36732.52,4,0.045,35079.56
TXN300192,CUST10657,REP1006,P1001,2026-07-08,15100.1,2,0.045,14420.6
TXN300193,CUST10925,REP1003,P1002,2026-01-11,20206.85,4,0.042,19358.16
TXN300194,CUST11128,REP1003,P1006,2026-03-01,18993.74,4,0.04,18233.99
TXN300195,CUST10833,REP1009,P1006,2026-07-06,18224.43,4,0.001,18206.21
TXN300196,CUST10266,REP1006,P1012,2025-12-09,50248.57,6,0.025,48992.36
TXN300197,CUST10755,REP1011,P1008,2026-03-12,63502.4,8,0.116,56136.12
TXN300198,CUST10917,REP1016,P1005,2026-07-13,17800.34,2,0.077,16429.71
TXN300199,CUST10494,REP1014,P1010,2026-07-22,44230.88,6,0.061,41532.8
TXN300200,CUST10541,REP1010,P1007,2026-05-01,22822.23,4,0.038,21954.99
TXN300201,CUST10643,REP1030,P1012,2026-01-02,13211.3,2,0.079,12167.61
TXN300202,CUST10186,REP1025,P1002,2026-01-20,11547.67,2,0.062,10831.71
TXN300203,CUST11192,REP1016,P1006,2025-12-03,25138.68,4,0.097,22700.23
TXN300204,CUST10860,REP1025,P1007,2026-04-01,6045.87,1,0.04,5804.04
TXN300205,CUST10016,REP1017,P1007,2026-01-09,24833.72,3,0.11,22102.01
TXN300206,CUST10787,REP1017,P1005,2026-03-01,8586.23,1,0.046,8191.26
TXN300207,CUST10599,REP1011,P1006,2026-01-11,40827.71,6,0.086,37316.53
TXN300208,CUST10665,REP1006,P1002,2026-07-16,29501.9,4,0.099,26581.21
TXN300209,CUST10967,REP1007,P1002,2026-09-17,105346.05,9,0.103,94495.41
TXN300210,CUST10640,REP1018,P1001,2026-07-21,21034.87,2,0.115,18615.86
TXN300211,CUST10562,REP1019,P1009,2025-10-27,9159.72,3,0.079,8436.1
TXN300212,CUST10610,REP1020,P1011,2026-07-13,31346.21,3,0.047,29872.94
TXN300213,CUST10885,REP1003,P1005,2026-02-04,74382.23,6,0.042,71258.18
TXN300214,CUST10323,REP1014,P1011,2026-07-19,224737.01,11,0.151,190801.72
TXN300215,CUST10768,REP1017,P1012,2026-05-02,65710.12,5,0.092,59664.79
TXN300216,CUST10588,REP1007,P1006,2025-11-09,28267.32,5,0.078,26062.47
TXN300217,CUST10112,REP1004,P1008,2026-08-18,68873.37,8,0.061,64672.09
TXN300218,CUST11001,REP1017,P1006,2025-12-29,17502.93,4,0.065,16365.24
TXN300219,CUST10567,REP1011,P1008,2026-01-21,78588.68,10,0.175,64835.66
TXN300220,CUST10286,REP1021,P1011,2026-06-19,40795.15,4,0.008,40468.79
TXN300221,CUST10063,REP1011,P1006,2026-01-26,4053.68,1,0.059,3814.51
TXN300222,CUST11188,REP1006,P1002,2026-02-25,10726.02,2,0.069,9985.92
TXN300223,CUST10427,REP1026,P1011,2026-06-18,30885.31,3,0.009,30607.34
TXN300224,CUST11080,REP1010,P1011,2025-11-23,30744.44,2,0.045,29360.94
TXN300225,CUST10905,REP1018,P1002,2026-06-17,37614.93,5,0.059,35395.65
TXN300226,CUST10075,REP1009,P1001,2026-06-16,6815.94,1,0.067,6359.27
TXN300227,CUST10028,REP1001,P1009,2026-04-03,3289.58,1,0.039,3161.29
TXN300228,CUST10042,REP1014,P1005,2026-08-01,26973.23,3,0.011,26676.52
TXN300229,CUST11188,REP1009,P1010,2026-02-24,9024.43,2,0.021,8834.92
TXN300230,CUST10377,REP1008,P1002,2026-04-30,31365.28,4,0.067,29263.81
TXN300231,CUST10678,REP1030,P1012,2026-02-03,11045.15,2,0.003,11012.01
TXN300232,CUST10226,REP1028,P1004,2025-12-25,36481.95,3,0.05,34657.85
TXN300233,CUST10882,REP1029,P1010,2025-12-01,14368.78,3,0.002,14340.04
TXN300234,CUST10620,REP1027,P1012,2026-01-09,51592.68,6,0.098,46536.6
TXN300235,CUST10904,REP1030,P1011,2026-04-29,261807.96,11,0.145,223845.81
TXN300236,CUST10590,REP1009,P1007,2026-04-11,18531.8,3,0.069,17253.11
TXN300237,CUST10230,REP1029,P1004,2025-11-27,13391.59,1,0.013,13217.5
TXN300238,CUST10450,REP1007,P1004,2026-05-04,36101.36,2,0.08,33213.25
TXN300239,CUST10113,REP1016,P1012,2026-06-10,59620.06,7,0.098,53777.29
TXN300240,CUST10864,REP1014,P1003,2025-11-07,12030.98,2,0.041,11537.71
TXN300241,CUST10063,REP1015,P1008,2025-12-15,8142.15,2,0.01,8060.73
TXN300242,CUST11122,REP1019,P1011,2026-03-04,20955.53,2,0.008,20787.89
TXN300243,CUST10872,REP1007,P1002,2026-05-04,20325.2,4,0.048,19349.59
TXN300244,CUST10634,REP1029,P1010,2026-02-17,19446.06,4,0.04,18668.22
TXN300245,CUST10249,REP1006,P1012,2026-01-10,36316.6,4,0.113,32212.82
TXN300246,CUST10052,REP1015,P1008,2026-04-07,11527.9,3,0.067,10755.53
TXN300247,CUST10660,REP1024,P1007,2025-10-27,16124.75,3,0.058,15189.51
TXN300248,CUST10004,REP1010,P1008,2026-08-10,29276.89,5,0.118,25822.22
TXN300249,CUST11062,REP1013,P1011,2026-06-13,242174.6,12,0.14,208270.16
TXN300250,CUST10215,REP1002,P1001,2026-02-26,23710.59,3,0.007,23544.62
TXN300251,CUST11103,REP1003,P1005,2026-02-01,9242.43,1,0.006,9186.98
TXN300252,CUST10283,REP1020,P1006,2026-03-21,33986.93,5,0.102,30520.26
TXN300253,CUST10925,REP1005,P1008,2026-04-24,16568.83,4,0.029,16088.33
TXN300254,CUST10035,REP1018,P1012,2026-04-11,6005.27,1,0.074,5560.88
TXN300255,CUST10358,REP1030,P1011,2026-06-08,22525.11,2,0.009,22322.38
TXN300256,CUST10121,REP1013,P1005,2026-03-02,8582.87,1,0.016,8445.54
TXN300257,CUST10136,REP1014,P1010,2026-06-29,89821.59,10,0.151,76258.53
TXN300258,CUST10943,REP1026,P1005,2026-04-22,25639.45,2,0.105,22947.31
TXN300259,CUST10390,REP1009,P1003,2026-03-28,20326.73,3,0.069,18924.19
TXN300260,CUST10519,REP1002,P1010,2025-12-07,12121.06,2,0.03,11757.43
TXN300261,CUST10196,REP1026,P1008,2025-11-25,15346.44,4,0.031,14870.7
TXN300262,CUST10335,REP1023,P1009,2025-10-20,7260.71,2,0.052,6883.15
TXN300263,CUST10830,REP1022,P1009,2026-06-25,20062.02,4,0.112,17815.07
TXN300264,CUST11122,REP1006,P1010,2026-05-31,18021.25,4,0.019,17678.85
TXN300265,CUST10274,REP1007,P1001,2026-01-04,14531.12,2,0.048,13833.63
TXN300266,CUST10483,REP1003,P1006,2026-02-23,11659.84,2,0.034,11263.41
TXN300267,CUST10970,REP1006,P1007,2026-01-01,54415.48,7,0.095,49246.01
TXN300268,CUST10095,REP1030,P1001,2026-02-23,7836.24,1,0.01,7757.88
TXN300269,CUST11012,REP1012,P1009,2026-03-28,7290.05,2,0.08,6706.85
TXN300270,CUST10259,REP1016,P1010,2026-05-07,46477.1,5,0.062,43595.52
TXN300271,CUST10269,REP1030,P1008,2026-03-22,30534.2,6,0.089,27816.66
TXN300272,CUST10683,REP1023,P1003,2025-11-14,12951.99,2,0.062,12148.97
TXN300273,CUST11033,REP1008,P1006,2026-02-16,17488.55,4,0.021,17121.29
TXN300274,CUST10776,REP1014,P1003,2026-06-03,6085.34,1,0.02,5963.63
TXN300275,CUST10101,REP1007,P1009,2026-05-18,9244.29,3,0.048,8800.56
TXN300276,CUST10912,REP1022,P1003,2026-07-29,18438.55,2,0.083,16908.15
TXN300277,CUST11016,REP1019,P1005,2026-02-10,8855.24,1,0.058,8341.64
TXN300278,CUST10525,REP1026,P1002,2026-06-13,11267.12,2,0.046,10748.83
TXN300279,CUST10591,REP1022,P1006,2025-12-25,45877.51,7,0.037,44180.04
TXN300280,CUST10986,REP1004,P1011,2026-02-06,42808.88,4,0.074,39641.02
TXN300281,CUST10933,REP1003,P1006,2026-05-11,80796.47,9,0.072,74979.12
TXN300282,CUST11103,REP1028,P1011,2026-05-24,22656.7,2,0.045,21637.15
TXN300283,CUST10262,REP1007,P1007,2026-04-20,22844.71,3,0.112,20286.1
TXN300284,CUST10884,REP1007,P1012,2025-11-27,6594.16,1,0.073,6112.79
TXN300285,CUST10498,REP1006,P1010,2026-07-27,24455.84,4,0.037,23550.97
TXN300286,CUST10184,REP1004,P1005,2026-08-12,167040.55,8,0.081,153510.27
TXN300287,CUST10488,REP1004,P1008,2026-05-31,30059.49,6,0.08,27654.73
TXN300288,CUST10310,REP1023,P1010,2026-04-16,21418.38,3,0.054,20261.79
TXN300289,CUST10481,REP1012,P1007,2025-12-20,14746.9,2,0.093,13375.44
TXN300290,CUST10831,REP1005,P1005,2026-07-26,29817.59,3,0.042,28565.25
TXN300291,CUST10090,REP1001,P1002,2026-06-07,22695.29,3,0.047,21628.61
TXN300292,CUST10196,REP1030,P1003,2026-06-13,11984.48,2,0.033,11588.99
TXN300293,CUST11050,REP1015,P1006,2026-02-23,13987.2,3,0.055,13217.9
TXN300294,CUST10263,REP1028,P1011,2025-12-23,39113.24,4,0.063,36649.11
TXN300295,CUST10451,REP1011,P1001,2025-12-30,21847.99,3,0.03,21192.55
TXN300296,CUST10566,REP1021,P1001,2026-03-31,27928.98,4,0.008,27705.55
TXN300297,CUST10245,REP1010,P1012,2026-02-18,12874.44,2,0.028,12513.96
TXN300298,CUST10910,REP1009,P1005,2026-07-01,30031.57,3,0.05,28529.99
TXN300299,CUST10806,REP1013,P1001,2026-05-20,177224.68,12,0.149,150818.2
TXN300300,CUST11167,REP1005,P1008,2026-07-03,4022.32,1,0.07,3740.76
TXN300301,CUST10492,REP1018,P1010,2025-12-18,106165.85,10,0.175,87586.83
TXN300302,CUST11067,REP1013,P1003,2025-12-11,38856.73,4,0.073,36020.19
TXN300303,CUST11189,REP1005,P1012,2025-11-05,58326.8,7,0.108,52027.51
TXN300304,CUST10557,REP1008,P1011,2025-11-19,21094.08,2,0.021,20651.1
TXN300305,CUST10129,REP1029,P1008,2025-12-30,14473.79,4,0.045,13822.47
TXN300306,CUST10483,REP1018,P1006,2026-07-15,37128.56,6,0.074,34381.05
TXN300307,CUST10563,REP1029,P1006,2026-07-14,12586.1,3,0.061,11818.35
TXN300308,CUST10396,REP1027,P1008,2025-12-14,11463.66,2,0.097,10351.68
TXN300309,CUST10925,REP1030,P1001,2026-02-16,7383.83,1,0.023,7214.0
TXN300310,CUST10769,REP1006,P1009,2026-05-31,10210.03,3,0.071,9485.12
TXN300311,CUST10902,REP1020,P1012,2026-04-20,11285.92,2,0.071,10484.62
TXN300312,CUST11149,REP1008,P1008,2025-11-22,6887.23,2,0.076,6363.8
TXN300313,CUST10507,REP1013,P1002,2025-12-16,22299.21,4,0.037,21474.14
TXN300314,CUST11028,REP1027,P1005,2025-12-14,18858.23,2,0.079,17368.43
TXN300315,CUST11116,REP1006,P1003,2026-04-06,14404.48,2,0.063,13497.0
