transaction_id,customer_id,sales_rep_id,product_id,transaction_date,revenue,quantity,discount_pct,net_revenue
TXN300286,CUST10244,REP1017,P1007,2026-06-30,24263,1,0.092,22030.8
TXN300287,CUST10662,REP1024,P1009,2026-07-05,28610,5,0.061,26864.79
TXN300288,CUST11127,REP1030,P1011,2026-08-02,1848,2,0.062,1733.42
TXN300289,CUST10831,REP1005,P1005,2026-07-01,25430,4,0.061,23878.77
TXN300290,CUST10288,REP1016,P1005,2026-05-30,6453,3,0.026,6285.22
TXN300291,CUST10003,REP1004,P1009,2026-05-19,24168,3,0.093,21920.38
TXN300292,CUST10196,REP1030,P1003,2026-07-03,14189,2,0.091,12897.8
TXN300293,CUST10217,REP1029,P1003,2026-08-03,1782,1,0.082,1635.88
TXN300294,CUST11145,REP1015,P1002,2026-08-28,21606,4,0.141,18559.55
TXN300295,CUST10651,REP1010,P1010,2026-06-18,7245,2,0.084,6636.42
TXN300296,CUST10350,REP1021,P1012,2026-04-22,9995,2,0.018,9815.09
TXN300297,CUST10228,REP1005,P1002,2026-04-26,27164,1,0.17,22546.12
TXN300298,CUST10500,REP1007,P1011,2026-03-01,27094,5,0.085,24791.01
TXN300299,CUST10536,REP1002,P1008,2026-03-13,29528,2,0.131,25659.83
TXN300300,CUST10485,REP1006,P1011,2026-03-24,18658,2,0.186,15187.61
TXN300301,CUST10098,REP1027,P1012,2026-07-30,8184,2,0.153,6931.85
TXN300302,CUST10755,REP1012,P1007,2026-08-11,11954,3,0.108,10662.97
TXN300303,CUST10597,REP1005,P1012,2026-03-10,2027,3,0.109,1806.06
TXN300304,CUST11067,REP1013,P1003,2026-03-10,13738,3,0.17,11402.54
TXN300305,CUST10939,REP1004,P1003,2026-05-18,22429,2,0.165,18728.22
TXN300306,CUST10054,REP1021,P1011,2026-09-20,29059,2,0.036,28012.88
TXN300307,CUST11138,REP1022,P1011,2026-04-05,17604,5,0.125,15403.5
TXN300308,CUST10129,REP1029,P1008,2026-05-03,8509,3,0.173,7036.94
TXN300309,CUST10300,REP1004,P1002,2026-06-30,2972,5,0.161,2493.51
TXN300310,CUST10725,REP1008,P1009,2026-07-27,14598,5,0.025,14233.05
TXN300311,CUST10565,REP1005,P1005,2026-02-20,24144,4,0.087,22043.47
TXN300312,CUST10017,REP1028,P1008,2026-08-15,5514,3,0.104,4940.54
TXN300313,CUST10769,REP1006,P1009,2026-05-15,8990,5,0.052,8522.52
TXN300314,CUST10940,REP1025,P1006,2026-08-05,29682,1,0.136,25645.25
TXN300315,CUST10440,REP1013,P1011,2026-04-14,23646,3,0.095,21399.63
TXN300316,CUST11029,REP1016,P1009,2026-07-28,4937,4,0.06,4640.78
TXN300317,CUST10886,REP1025,P1002,2026-04-17,8167,1,0.067,7619.81
TXN300318,CUST10948,REP1028,P1005,2026-08-20,17787,1,0.171,14745.42
TXN300319,CUST10245,REP1004,P1012,2026-03-30,17470,1,0.173,14447.69
TXN300320,CUST10906,REP1020,P1011,2026-07-30,16435,3,0.162,13772.53
TXN300321,CUST10496,REP1012,P1010,2026-04-22,11934,3,0.183,9750.08
TXN300322,CUST11018,REP1025,P1009,2026-04-24,1001,3,0.19,810.81
TXN300323,CUST10152,REP1023,P1002,2026-06-28,7043,1,0.098,6352.79
TXN300324,CUST10981,REP1018,P1004,2026-05-17,23615,3,0.019,23166.32
TXN300325,CUST10331,REP1013,P1005,2026-03-26,19539,5,0.16,16412.76
TXN300326,CUST10730,REP1018,P1003,2026-06-22,23673,1,0.127,20666.53
TXN300327,CUST10867,REP1019,P1012,2026-08-20,7927,4,0.076,7324.55
TXN300328,CUST10394,REP1017,P1003,2026-05-16,6782,2,0.195,5459.51
TXN300329,CUST10701,REP1007,P1012,2026-02-10,24885,1,0.068,23192.82
TXN300330,CUST10995,REP1004,P1010,2026-03-28,15988,1,0.182,13078.18
TXN300331,CUST10339,REP1019,P1005,2026-07-06,8026,1,0.119,7070.91
