lead_id,customer_id,sales_rep_id,lead_source,lead_created_date,lead_score,lead_status
LEAD100174,CUST10743,REP1022,Referral,2026-04-26,38.0,Low Priority
LEAD100175,CUST10817,REP1004,Event,2026-05-17,85.0,Qualified
LEAD100176,CUST10071,REP1006,Event,2026-05-14,67.0,Nurturing
LEAD100177,CUST10981,REP1014,Event,2026-06-29,48.0,New
LEAD100178,CUST10242,REP1011,Email,2026-06-09,37.0,Low Priority
LEAD100179,CUST11069,REP1015,Partner,2026-04-17,62.0,Nurturing
LEAD100180,CUST10662,REP1005,Referral,2026-06-08,20.0,Low Priority
LEAD100181,CUST10387,REP1015,Website,2026-01-09,77.0,Nurturing
LEAD100182,CUST10071,REP1021,Event,2026-05-11,39.0,Low Priority
LEAD100183,CUST10022,REP1022,Referral,2026-04-05,51.0,New
LEAD100184,CUST10890,REP1008,Partner,2026-06-23,35.0,Low Priority
LEAD100185,CUST10453,REP1011,Website,2026-04-02,57.0,New
LEAD100186,CUST11009,REP1016,Referral,2026-02-02,50.0,New
LEAD100187,CUST10277,REP1016,Email,2026-05-12,35.0,Low Priority
LEAD100188,CUST11105,REP1024,Partner,2026-06-22,91.0,Qualified
LEAD100189,CUST11130,REP1012,Partner,2026-01-03,81.0,Qualified
LEAD100190,CUST10123,REP1021,Referral,2026-01-12,51.0,New
LEAD100191,CUST10777,REP1027,Website,2026-04-30,24.0,Low Priority
LEAD100192,CUST11128,REP1009,Event,2026-04-11,88.0,Qualified
LEAD100193,CUST10388,REP1025,Partner,2026-04-10,76.0,Nurturing
LEAD100194,CUST10082,REP1010,Referral,2026-01-17,65.0,Nurturing
LEAD100195,CUST11051,REP1011,Referral,2026-04-14,68.0,Nurturing
LEAD100196,CUST10569,REP1020,Email,2026-04-13,20.0,Low Priority
LEAD100197,CUST10033,REP1019,Partner,2026-06-03,58.0,New
LEAD100198,CUST11009,REP1017,Referral,2026-03-12,35.0,Low Priority
LEAD100199,CUST10815,REP1007,Event,2026-03-04,72.0,Nurturing
LEAD100200,CUST10085,REP1003,Event,2026-01-15,95.0,Qualified
LEAD100201,CUST10311,REP1028,Website,2026-04-13,62.0,Nurturing
LEAD100202,CUST10022,REP1027,Email,2026-04-28,68.0,Nurturing
LEAD100203,CUST11146,REP1027,Event,2026-02-20,74.0,Nurturing
LEAD100204,CUST10030,REP1016,Partner,2026-05-13,95.0,Qualified
LEAD100205,CUST10956,REP1027,Website,2026-06-19,23.0,Low Priority
LEAD100206,CUST10614,REP1015,Website,2026-02-01,45.0,New
LEAD100207,CUST10700,REP1003,Email,2026-04-14,41.0,New
LEAD100208,CUST10974,REP1006,Event,2026-05-06,78.0,Nurturing
LEAD100209,CUST11074,REP1009,Website,2026-01-04,56.0,New
LEAD100210,CUST10153,REP1012,Partner,2026-02-02,82.0,Qualified
LEAD100211,CUST10022,REP1029,Partner,2026-03-13,58.0,New
LEAD100212,CUST10150,REP1010,Referral,2026-01-25,99.0,Qualified
LEAD100213,CUST10820,REP1019,Email,2026-03-06,82.0,Qualified
LEAD100214,CUST10683,REP1009,Event,2026-01-27,21.0,Low Priority
LEAD100215,CUST10101,REP1020,Referral,2026-06-12,100.0,Qualified
LEAD100216,CUST10282,REP1018,Website,2026-04-19,97.0,Qualified
LEAD100217,CUST10645,REP1005,Referral,2026-03-01,23.0,Low Priority
LEAD100218,CUST10877,REP1014,Referral,2026-05-21,51.0,New
LEAD100219,CUST10413,REP1004,Email,2026-01-04,98.0,Qualified
LEAD100220,CUST11140,REP1027,Partner,2026-04-19,87.0,Qualified
LEAD100221,CUST11191,REP1022,Website,2026-05-04,57.0,New
LEAD100222,CUST10920,REP1029,Referral,2026-05-27,64.0,Nurturing
LEAD100223,CUST10546,REP1027,Email,2026-02-10,22.0,Low Priority
LEAD100224,CUST11053,REP1007,Partner,2026-04-18,65.0,Nurturing
LEAD100225,CUST10874,REP1022,Partner,2026-05-19,73.0,Nurturing
LEAD100226,CUST10624,REP1004,Referral,2026-05-25,49.0,New
LEAD100227,CUST10533,REP1029,Referral,2026-02-01,44.0,New
LEAD100228,CUST10999,REP1024,Website,2026-06-26,87.0,Qualified
LEAD100229,CUST10669,REP1021,Website,2026-02-19,56.0,New
LEAD100230,CUST10220,REP1030,Website,2026-03-12,41.0,New
LEAD100231,CUST11200,REP1026,Email,2026-02-04,50.0,New
LEAD100232,CUST10083,REP1026,Website,2026-01-28,59.0,New
LEAD100233,CUST10835,REP1004,Partner,2026-02-16,41.0,New
LEAD100234,CUST10788,REP1001,Event,2026-01-25,65.0,Nurturing
LEAD100235,CUST10704,REP1029,Email,2026-05-13,89.0,Qualified
LEAD100236,CUST10063,REP1008,Partner,2026-04-19,80.0,Qualified
LEAD100237,CUST10592,REP1013,Website,2026-03-12,38.0,Low Priority
LEAD100238,CUST11071,REP1002,Partner,2026-04-10,58.0,New
LEAD100239,CUST10288,REP1019,Event,2026-04-20,64.0,Nurturing
LEAD100240,CUST10830,REP1025,Referral,2026-02-03,75.0,Nurturing
LEAD100241,CUST11031,REP1026,Event,2026-02-23,81.0,Qualified
LEAD100242,CUST11143,REP1018,Email,2026-06-09,59.0,New
LEAD100243,CUST10620,REP1020,Referral,2026-01-03,45.0,New
LEAD100244,CUST10377,REP1016,Website,2026-06-23,73.0,Nurturing
LEAD100245,CUST10840,REP1014,Website,2026-06-24,30.0,Low Priority
LEAD100246,CUST10584,REP1017,Referral,2026-02-15,74.0,Nurturing
LEAD100247,CUST10753,REP1029,Referral,2026-02-28,92.0,Qualified
LEAD100248,CUST10891,REP1008,Email,2026-02-07,77.0,Nurturing
LEAD100249,CUST10853,REP1015,Partner,2026-04-12,55.0,New
LEAD100250,CUST10292,REP1019,Partner,2026-02-08,86.0,Qualified
LEAD100251,CUST10907,REP1018,Email,2026-05-24,63.0,Nurturing
LEAD100252,CUST10651,REP1001,Email,2026-03-12,63.0,Nurturing
LEAD100253,CUST11117,REP1009,Email,2026-06-25,89.0,Qualified
LEAD100254,CUST10792,REP1020,Event,2026-06-04,35.0,Low Priority
LEAD100255,CUST11071,REP1021,Referral,2026-03-14,83.0,Qualified
LEAD100256,CUST11175,REP1023,Event,2026-04-18,75.0,Nurturing
LEAD100257,CUST11194,REP1030,Partner,2026-01-05,62.0,Nurturing
LEAD100258,CUST10894,REP1021,Website,2026-01-13,61.0,Low Priority
LEAD100259,CUST10717,REP1018,Website,2026-04-02,82.0,Qualified
LEAD100260,CUST10142,REP1010,Website,2026-03-27,37.0,Low Priority
LEAD100261,CUST10464,REP1012,Event,2026-03-14,92.0,Qualified
LEAD100262,CUST10571,REP1025,Website,2026-01-17,84.0,Qualified
LEAD100263,CUST10937,REP1015,Event,2026-06-02,49.0,New
LEAD100264,CUST10707,REP1022,Email,2026-03-15,55.0,New
LEAD100265,CUST10527,REP1004,Partner,2026-03-27,22.0,Low Priority
LEAD100266,CUST10176,REP1004,Event,2026-03-15,60.0,Nurturing
LEAD100267,CUST10859,REP1007,Event,2026-04-01,61.0,Low Priority
LEAD100268,CUST10519,REP1006,Event,2026-04-28,99.0,Qualified
LEAD100269,CUST10044,REP1019,Partner,2026-05-19,71.0,Nurturing
LEAD100270,CUST10341,REP1020,Referral,2026-04-10,39.0,Low Priority
LEAD100271,CUST11056,REP1017,Website,2026-01-31,85.0,Qualified
LEAD100272,CUST10143,REP1009,Event,2026-06-08,21.0,Low Priority
LEAD100273,CUST10488,REP1018,Event,2026-02-21,64.0,Nurturing
LEAD100274,CUST10615,REP1004,Partner,2026-01-03,29.0,Low Priority
LEAD100275,CUST10101,REP1015,Website,2026-01-08,24.0,Low Priority
LEAD100276,CUST10199,REP1005,Event,2026-05-21,39.0,Low Priority
LEAD100277,CUST11129,REP1003,Referral,2026-03-12,43.0,New
LEAD100278,CUST10709,REP1005,Partner,2026-01-05,78.0,Nurturing
LEAD100279,CUST10253,REP1004,Email,2026-05-27,92.0,Qualified
LEAD100280,CUST10204,REP1015,Website,2026-02-25,82.0,Qualified
LEAD100281,CUST10511,REP1017,Website,2026-06-27,79.0,Nurturing
LEAD100282,CUST10869,REP1019,Website,2026-06-09,65.0,Nurturing
LEAD100283,CUST10877,REP1014,Event,2026-01-09,61.0,New
LEAD100284,CUST10235,REP1006,Event,2026-05-05,40.0,New
LEAD100285,CUST10871,REP1001,Partner,2026-04-20,96.0,Qualified
LEAD100286,CUST11076,REP1022,Partner,2026-02-01,62.0,Nurturing
LEAD100287,CUST10272,REP1030,Partner,2026-03-04,65.0,Nurturing
LEAD100288,CUST10032,REP1009,Referral,2026-03-30,21.0,Low Priority
LEAD100289,CUST11151,REP1007,Partner,2026-01-27,57.0,New
LEAD100290,CUST10627,REP1010,Referral,2026-05-11,75.0,Nurturing
LEAD100291,CUST10932,REP1007,Email,2026-02-20,60.0,Nurturing
LEAD100292,CUST10385,REP1007,Referral,2026-06-19,69.0,Nurturing
LEAD100293,CUST10360,REP1015,Email,2026-05-26,85.0,Qualified
LEAD100294,CUST10271,REP1024,Event,2026-04-25,21.0,Low Priority
LEAD100295,CUST10261,REP1022,Referral,2026-01-22,93.0,Qualified
LEAD100296,CUST10566,REP1029,Website,2026-01-05,86.0,Qualified
LEAD100297,CUST10127,REP1011,Partner,2026-01-27,54.0,New
LEAD100298,CUST11011,REP1015,Website,2026-04-01,81.0,Qualified
LEAD100299,CUST10614,REP1012,Referral,2026-05-22,25.0,Low Priority
LEAD100300,CUST11099,REP1002,Email,2026-01-28,44.0,New
LEAD100301,CUST10603,REP1012,Partner,2026-05-09,28.0,Low Priority
LEAD100302,CUST10364,REP1008,Partner,2026-01-09,71.0,Nurturing
LEAD100303,CUST10618,REP1015,Email,2026-02-18,89.0,Qualified
LEAD100304,CUST10186,REP1005,Website,2026-04-19,68.0,Nurturing
LEAD100305,CUST10989,REP1023,Partner,2026-05-30,77.0,Nurturing
LEAD100306,CUST10865,REP1026,Website,2026-05-21,31.0,Low Priority
LEAD100307,CUST10177,REP1029,Partner,2026-04-07,95.0,Qualified
LEAD100308,CUST10699,REP1003,Referral,2026-01-07,35.0,Low Priority
LEAD100309,CUST10646,REP1004,Event,2026-02-23,62.0,Nurturing
LEAD100310,CUST10242,REP1029,Referral,2026-05-22,75.0,Nurturing
LEAD100311,CUST10147,REP1026,Referral,2026-01-15,89.0,Qualified
LEAD100312,CUST10913,REP1018,Website,2026-05-08,95.0,Qualified
LEAD100313,CUST10317,REP1010,Website,2026-05-08,68.0,Nurturing
LEAD100314,CUST10623,REP1016,Referral,2026-05-17,66.0,Nurturing
LEAD100315,CUST10298,REP1017,Referral,2026-02-09,53.0,New
LEAD100316,CUST10785,REP1026,Email,2026-02-14,65.0,Nurturing
LEAD100317,CUST10059,REP1016,Event,2026-02-05,74.0,Nurturing
LEAD100318,CUST10432,REP1001,Event,2026-03-13,72.0,Nurturing
LEAD100319,CUST10657,REP1021,Event,2026-04-05,67.0,Nurturing
LEAD100320,CUST10527,REP1024,Event,2026-01-22,55.0,New
LEAD100321,CUST10735,REP1009,Partner,2026-04-13,35.0,Low Priority
LEAD100322,CUST10217,REP1004,Referral,2026-02-13,24.0,Low Priority
LEAD100323,CUST10531,REP1005,Email,2026-04-12,54.0,New
LEAD100324,CUST10908,REP1026,Referral,2026-02-24,52.0,New
LEAD100325,CUST10401,REP1014,Email,2026-06-22,69.0,Nurturing
LEAD100326,CUST10189,REP1016,Event,2026-02-27,92.0,Qualified
LEAD100327,CUST11018,REP1029,Website,2026-06-07,76.0,Nurturing
LEAD100328,CUST10934,REP1002,Email,2026-02-01,85.0,Qualified
LEAD100329,CUST10817,REP1007,Event,2026-01-16,66.0,Nurturing
LEAD100330,CUST10958,REP1025,Partner,2026-02-04,95.0,Qualified
LEAD100331,CUST10935,REP1017,Referral,2026-03-17,96.0,Qualified
LEAD100332,CUST10896,REP1001,Referral,2026-06-13,32.0,Low Priority
LEAD100333,CUST10612,REP1022,Website,2026-02-01,71.0,Nurturing
LEAD100334,CUST10024,REP1005,Referral,2026-05-22,60.0,Nurturing
LEAD100335,CUST10717,REP1024,Email,2026-05-07,98.0,Qualified
LEAD100336,CUST10328,REP1024,Partner,2026-03-04,67.0,Nurturing
LEAD100337,CUST10928,REP1025,Referral,2026-03-02,21.0,Low Priority
LEAD100338,CUST10563,REP1014,Partner,2026-06-21,37.0,Low Priority
LEAD100339,CUST11087,REP1009,Event,2026-05-10,30.0,Low Priority
LEAD100340,CUST10715,REP1027,Website,2026-02-13,36.0,Low Priority
LEAD100341,CUST10661,REP1017,Website,2026-06-15,27.0,Low Priority
LEAD100342,CUST11104,REP1020,Event,2026-03-15,83.0,Qualified
LEAD100343,CUST10571,REP1005,Email,2026-01-15,60.0,Nurturing
LEAD100344,CUST10451,REP1019,Partner,2026-05-28,74.0,Nurturing
LEAD100345,CUST10446,REP1018,Event,2026-06-07,100.0,Qualified
LEAD100346,CUST11051,REP1009,Partner,2026-03-22,72.0,Nurturing
LEAD100347,CUST10908,REP1024,Partner,2026-05-08,58.0,New
LEAD100348,CUST10197,REP1005,Referral,2026-02-12,41.0,New
LEAD100349,CUST10591,REP1022,Event,2026-06-03,81.0,Qualified
LEAD100350,CUST10446,REP1029,Email,2026-03-08,61.0,Nurturing
LEAD100351,CUST10777,REP1018,Referral,2026-02-18,81.0,Qualified
LEAD100352,CUST10063,REP1004,Email,2026-04-01,21.0,Low Priority
LEAD100353,CUST10857,REP1017,Email,2026-02-18,33.0,Low Priority
LEAD100354,CUST10891,REP1016,Website,2026-04-23,30.0,Low Priority
LEAD100355,CUST10272,REP1017,Website,2026-05-16,75.0,Nurturing
LEAD100356,CUST10181,REP1009,Partner,2026-03-15,61.0,Nurturing
LEAD100357,CUST10754,REP1019,Email,2026-05-22,45.0,New
LEAD100358,CUST10309,REP1008,Email,2026-03-20,45.0,New
LEAD100359,CUST11130,REP1017,Referral,2026-06-25,69.0,Nurturing
LEAD100360,CUST10931,REP1018,Event,2026-02-17,98.0,Qualified
LEAD100361,CUST11147,REP1020,Partner,2026-05-08,100.0,Qualified
LEAD100362,CUST10642,REP1024,Referral,2026-04-07,58.0,New
LEAD100363,CUST11127,REP1027,Website,2026-06-20,74.0,Nurturing
LEAD100364,CUST10017,REP1024,Event,2026-02-09,26.0,Low Priority
LEAD100365,CUST10348,REP1024,Email,2026-02-05,96.0,Qualified
LEAD100366,CUST10003,REP1027,Partner,2026-06-07,21.0,Low Priority
LEAD100367,CUST10814,REP1008,Referral,2026-06-13,47.0,New
LEAD100368,CUST10613,REP1009,Website,2026-05-16,78.0,Nurturing
LEAD100369,CUST10346,REP1016,Website,2026-03-27,98.0,Qualified
LEAD100370,CUST10366,REP1014,Website,2026-03-16,33.0,Low Priority
LEAD100371,CUST10773,REP1022,Partner,2026-05-01,73.0,Nurturing
LEAD100372,CUST10217,REP1001,Website,2026-05-16,35.0,Low Priority
LEAD100373,CUST10618,REP1005,Website,2026-02-19,24.0,Low Priority
LEAD100374,CUST10737,REP1023,Referral,2026-01-02,54.0,New
