customer_id,region,segment,industry,acquisition_channel,signup_date
CUST10201,West,SMB,Technology,Event,2026-02-12
CUST10202,West,SMB,Technology,Event,2026-04-28
CUST10203,South,Enterprise,Retail,Referral,2025-02-17
CUST10204,North,SMB,Retail,Website,2025-05-14
CUST10205,North,SMB,Retail,Website,2025-08-19
CUST10206,North,SMB,Manufacturing,Event,2025-11-10
CUST10207,North,Enterprise,Finance,Email,2026-06-23
CUST10208,East,SMB,Manufacturing,Email,2026-01-09
CUST10209,North,Enterprise,Retail,Referral,2025-10-21
CUST10210,South,Mid-Market,Healthcare,Email,2025-02-03
CUST10211,East,Enterprise,Manufacturing,Website,2025-02-14
CUST10212,East,Enterprise,Technology,Email,2025-03-25
CUST10213,North,Enterprise,Finance,Partner,2025-12-27
CUST10214,West,Enterprise,Manufacturing,Referral,2025-06-30
CUST10215,East,SMB,Retail,Email,2025-05-12
CUST10216,East,Mid-Market,Manufacturing,Email,2026-01-01
CUST10217,North,Mid-Market,Technology,Partner,2026-03-22
CUST10218,North,Mid-Market,Finance,Website,2025-08-28
CUST10219,West,Enterprise,Retail,Website,2026-04-27
CUST10220,South,Enterprise,Retail,Event,2026-02-05
CUST10221,South,Mid-Market,Manufacturing,Referral,2026-01-27
CUST10222,South,SMB,Finance,Referral,2026-04-19
CUST10223,East,SMB,Retail,Email,2025-04-11
CUST10224,West,SMB,Finance,Referral,2026-02-19
CUST10225,South,SMB,Manufacturing,Referral,2026-06-07
CUST10226,West,SMB,Technology,Email,2026-06-26
CUST10227,North,SMB,Healthcare,Partner,2025-11-12
CUST10228,East,SMB,Technology,Email,2026-02-16
CUST10229,East,Mid-Market,Retail,Website,2026-05-01
CUST10230,North,SMB,Healthcare,Partner,2026-04-11
CUST10231,North,Enterprise,Healthcare,Partner,2026-05-06
CUST10232,South,Mid-Market,Manufacturing,Email,2026-03-31
CUST10233,West,SMB,Unknown,Website,2025-07-28
CUST10234,East,SMB,Technology,Website,2026-02-03
CUST10235,West,SMB,Technology,Email,2025-08-13
CUST10236,West,Enterprise,Healthcare,Email,2026-03-14
CUST10237,South,SMB,Manufacturing,Event,2026-03-19
CUST10238,West,Mid-Market,Finance,Referral,2026-05-26
CUST10239,North,Enterprise,Manufacturing,Event,2025-11-18
CUST10240,North,Enterprise,Healthcare,Referral,2025-09-17
CUST10241,West,SMB,Healthcare,Email,2025-04-01
CUST10242,West,SMB,Technology,Website,2025-12-15
CUST10243,North,SMB,Healthcare,Event,2025-11-06
CUST10244,East,SMB,Finance,Referral,2025-10-09
CUST10245,East,SMB,Manufacturing,Event,2026-01-05
CUST10246,West,Mid-Market,Healthcare,Referral,2026-04-10
CUST10247,East,Enterprise,Retail,Email,2025-03-23
CUST10248,South,Mid-Market,Retail,Partner,2025-08-24
CUST10249,South,Mid-Market,Healthcare,Website,2026-01-30
CUST10250,South,SMB,Manufacturing,Website,2026-03-24
CUST10251,East,Mid-Market,Finance,Email,2026-03-02
CUST10252,West,Mid-Market,Technology,Website,2026-03-13
CUST10253,South,Enterprise,Manufacturing,Referral,2026-04-12
CUST10254,North,Enterprise,Manufacturing,Partner,2026-06-10
CUST10255,North,SMB,Technology,Referral,2025-11-29
CUST10256,East,SMB,Manufacturing,Website,2025-05-16
CUST10257,West,SMB,Manufacturing,Email,2025-11-04
CUST10258,North,SMB,Manufacturing,Email,2026-01-23
CUST10259,North,Enterprise,Healthcare,Email,2025-02-24
CUST10260,East,SMB,Retail,Event,2026-02-18
CUST10261,North,Mid-Market,Finance,Website,2025-10-25
CUST10262,West,Mid-Market,Retail,Partner,2026-05-27
CUST10263,South,SMB,Retail,Referral,2025-04-26
CUST10264,North,SMB,Retail,Event,2026-05-11
CUST10265,West,Mid-Market,Finance,Partner,2025-09-02
CUST10266,North,Mid-Market,Retail,Website,2025-11-10
CUST10267,South,SMB,Finance,Email,2025-12-27
CUST10268,North,SMB,Technology,Website,2025-11-13
CUST10269,North,Mid-Market,Technology,Referral,2026-05-09
CUST10270,North,SMB,Manufacturing,Email,2025-04-02
CUST10271,North,Enterprise,Manufacturing,Partner,2026-02-03
CUST10272,South,SMB,Finance,Email,2026-06-17
CUST10273,North,SMB,Technology,Partner,2025-05-01
CUST10274,East,SMB,Retail,Event,2025-05-20
CUST10275,East,Mid-Market,Technology,Partner,2025-09-17
CUST10276,South,Mid-Market,Healthcare,Website,2026-01-31
CUST10277,South,SMB,Healthcare,Website,2026-06-08
CUST10278,South,Enterprise,Technology,Email,2026-03-11
CUST10279,West,SMB,Manufacturing,Website,2026-03-10
CUST10280,West,SMB,Finance,Referral,2025-08-29
CUST10281,North,SMB,Healthcare,Website,2025-12-19
CUST10282,North,SMB,Finance,Referral,2025-04-26
CUST10283,North,Mid-Market,Technology,Partner,2025-09-10
CUST10284,North,SMB,Finance,Website,2025-04-14
CUST10285,East,Mid-Market,Finance,Partner,2025-01-15
CUST10286,South,SMB,Healthcare,Event,2026-04-13
CUST10287,North,Enterprise,Manufacturing,Website,2026-03-16
CUST10288,South,SMB,Healthcare,Website,2025-10-06
CUST10289,South,Enterprise,Technology,Referral,2025-01-08
CUST10290,North,SMB,Finance,Event,2025-02-19
CUST10291,West,SMB,Manufacturing,Partner,2025-03-03
CUST10292,North,Enterprise,Healthcare,Email,2026-01-27
CUST10293,West,Mid-Market,Technology,Website,2025-04-22
CUST10294,North,Mid-Market,Manufacturing,Email,2025-05-17
CUST10295,West,SMB,Finance,Website,2026-04-16
CUST10296,West,Mid-Market,Technology,Email,2026-04-24
CUST10297,West,Enterprise,Retail,Website,2026-02-21
CUST10298,West,Mid-Market,Healthcare,Event,2025-06-19
CUST10299,West,SMB,Manufacturing,Referral,2025-11-13
CUST10300,East,Mid-Market,Healthcare,Website,2025-04-20
CUST10301,West,Mid-Market,Finance,Referral,2026-04-14
CUST10302,North,Enterprise,Finance,Website,2025-02-16
CUST10303,East,SMB,Healthcare,Website,2026-02-11
CUST10304,South,SMB,Finance,Partner,2025-10-07
CUST10305,West,Mid-Market,Technology,Referral,2026-02-18
CUST10306,South,Mid-Market,Retail,Referral,2025-09-04
CUST10307,South,Mid-Market,Retail,Event,2025-03-28
CUST10308,East,SMB,Manufacturing,Website,2026-02-15
CUST10309,North,SMB,Healthcare,Referral,2025-12-11
CUST10310,North,Mid-Market,Healthcare,Website,2025-09-11
CUST10311,South,SMB,Finance,Partner,2025-07-23
CUST10312,South,SMB,Retail,Referral,2025-07-07
CUST10313,North,Mid-Market,Manufacturing,Website,2025-09-20
CUST10314,South,Mid-Market,Technology,Website,2025-05-23
CUST10315,South,Enterprise,Healthcare,Event,2025-06-04
CUST10316,South,SMB,Healthcare,Website,2025-06-01
CUST10317,South,SMB,Healthcare,Email,2025-01-07
CUST10318,East,Enterprise,Finance,Event,2026-05-22
CUST10319,South,SMB,Manufacturing,Partner,2025-05-10
CUST10320,West,SMB,Technology,Referral,2025-04-01
CUST10321,West,SMB,Manufacturing,Email,2025-03-24
CUST10322,South,Mid-Market,Retail,Event,2026-06-24
CUST10323,South,Enterprise,Retail,Website,2025-09-18
CUST10324,East,Mid-Market,Retail,Event,2025-06-28
CUST10325,West,Mid-Market,Technology,Event,2025-08-09
CUST10326,East,SMB,Retail,Website,2025-02-18
CUST10327,West,SMB,Healthcare,Website,2025-06-21
CUST10328,East,SMB,Finance,Email,2025-05-16
CUST10329,East,SMB,Retail,Website,2026-03-15
CUST10330,South,SMB,Retail,Email,2025-02-01
CUST10331,East,SMB,Healthcare,Website,2025-08-21
CUST10332,North,SMB,Healthcare,Email,2026-03-08
CUST10333,South,Mid-Market,Finance,Referral,2026-04-01
CUST10334,West,Mid-Market,Technology,Website,2025-10-07
CUST10335,North,SMB,Retail,Website,2025-05-02
CUST10336,East,SMB,Technology,Website,2025-07-03
CUST10337,North,Mid-Market,Finance,Partner,2025-05-02
CUST10338,East,Mid-Market,Retail,Website,2025-12-28
CUST10339,North,Mid-Market,Technology,Event,2025-06-09
CUST10340,West,SMB,Manufacturing,Email,2025-12-11
CUST10341,North,Enterprise,Healthcare,Referral,2025-12-25
CUST10342,West,SMB,Technology,Event,2026-05-29
CUST10343,West,SMB,Retail,Email,2025-07-22
CUST10344,East,SMB,Finance,Email,2026-06-09
CUST10345,West,SMB,Retail,Website,2025-08-07
CUST10346,West,SMB,Retail,Email,2026-01-07
CUST10347,West,SMB,Finance,Partner,2025-12-28
CUST10348,North,Mid-Market,Manufacturing,Event,2026-03-23
CUST10349,East,SMB,Healthcare,Partner,2025-09-14
CUST10350,North,SMB,Finance,Email,2026-03-09
CUST10351,East,SMB,Technology,Referral,2025-07-14
CUST10352,North,SMB,Retail,Website,2025-09-26
CUST10353,East,SMB,Healthcare,Website,2025-09-30
CUST10354,East,SMB,Retail,Event,2026-01-20
CUST10355,South,SMB,Manufacturing,Email,2025-12-04
CUST10356,South,Mid-Market,Manufacturing,Referral,2025-02-12
CUST10357,West,Enterprise,Manufacturing,Email,2026-03-18
CUST10358,West,SMB,Technology,Website,2026-02-18
CUST10359,South,Mid-Market,Technology,Website,2025-02-27
CUST10360,East,Enterprise,Manufacturing,Partner,2026-06-10
CUST10361,West,Enterprise,Healthcare,Email,2025-12-27
CUST10362,North,Mid-Market,Technology,Event,2025-02-16
CUST10363,North,Enterprise,Healthcare,Email,2025-09-26
CUST10364,North,Enterprise,Manufacturing,Referral,2026-04-02
CUST10365,East,Mid-Market,Healthcare,Event,2025-06-02
CUST10366,South,SMB,Technology,Partner,2026-05-25
CUST10367,West,SMB,Retail,Event,2025-08-17
CUST10368,East,SMB,Technology,Website,2025-05-04
CUST10369,South,SMB,Healthcare,Website,2025-07-14
CUST10370,West,SMB,Technology,Website,2025-10-14
CUST10371,West,SMB,Retail,Event,2026-01-11
CUST10372,South,Mid-Market,Finance,Website,2026-05-22
CUST10373,South,Mid-Market,Manufacturing,Event,2025-04-17
CUST10374,South,Enterprise,Healthcare,Email,2026-06-09
CUST10375,North,SMB,Healthcare,Website,2025-10-16
CUST10376,North,SMB,Technology,Event,2025-03-11
CUST10377,West,Mid-Market,Healthcare,Website,2026-05-21
CUST10378,South,Enterprise,Finance,Website,2025-07-10
CUST10379,South,Enterprise,Technology,Partner,2025-12-05
CUST10380,East,Enterprise,Finance,Referral,2026-01-17
CUST10381,East,Enterprise,Manufacturing,Referral,2025-01-08
CUST10382,West,SMB,Retail,Website,2025-05-01
CUST10383,West,SMB,Retail,Email,2026-01-10
CUST10384,South,SMB,Manufacturing,Website,2025-06-27
CUST10385,South,Mid-Market,Retail,Referral,2025-01-06
CUST10386,West,Enterprise,Retail,Partner,2025-01-13
CUST10387,East,SMB,Manufacturing,Partner,2026-03-28
CUST10388,West,Mid-Market,Technology,Email,2025-03-25
CUST10389,North,SMB,Manufacturing,Referral,2025-02-24
CUST10390,West,SMB,Healthcare,Email,2025-11-04
CUST10391,East,SMB,Retail,Email,2025-03-06
CUST10392,North,SMB,Manufacturing,Referral,2025-12-23
CUST10393,East,Enterprise,Finance,Referral,2025-10-25
CUST10394,East,SMB,Technology,Partner,2025-12-21
CUST10395,North,Enterprise,Healthcare,Partner,2025-09-26
CUST10396,South,Mid-Market,Finance,Website,2026-03-01
CUST10397,West,SMB,Manufacturing,Partner,2025-12-19
CUST10398,South,SMB,Manufacturing,Website,2025-08-15
CUST10399,South,Mid-Market,Finance,Partner,2025-01-09
CUST10400,South,SMB,Manufacturing,Event,2025-05-30
CUST10401,South,Enterprise,Finance,Partner,2025-03-13
CUST10402,West,SMB,Finance,Email,2025-01-09
CUST10403,West,Mid-Market,Manufacturing,Referral,2025-05-30
CUST10404,North,Mid-Market,Retail,Event,2025-04-23
CUST10405,West,SMB,Finance,Event,2025-02-11
CUST10406,West,SMB,Finance,Event,2025-06-20
CUST10407,South,Enterprise,Retail,Email,2025-10-04
CUST10408,West,SMB,Retail,Email,2025-04-08
CUST10409,North,SMB,Finance,Partner,2025-05-30
CUST10410,West,SMB,Technology,Event,2025-01-11
CUST10411,East,SMB,Technology,Event,2025-01-28
CUST10412,East,Mid-Market,Technology,Partner,2025-03-27
CUST10413,North,Mid-Market,Finance,Website,2025-09-05
CUST10414,West,SMB,Retail,Website,2025-12-30
CUST10415,North,Enterprise,Manufacturing,Referral,2026-03-07
CUST10416,North,SMB,Healthcare,Website,2025-12-10
CUST10417,North,SMB,Retail,Referral,2025-12-03
CUST10418,West,Mid-Market,Retail,Website,2026-05-26
CUST10419,North,Enterprise,Technology,Event,2025-05-20
CUST10420,West,SMB,Healthcare,Website,2026-03-12
CUST10421,East,SMB,Healthcare,Email,2026-05-27
CUST10422,North,Mid-Market,Manufacturing,Referral,2025-11-06
CUST10423,North,Mid-Market,Manufacturing,Website,2026-04-04
CUST10424,North,SMB,Manufacturing,Email,2025-03-17
CUST10425,East,SMB,Finance,Event,2026-04-25
CUST10426,West,Mid-Market,Finance,Email,2025-11-04
CUST10427,North,SMB,Healthcare,Event,2025-05-01
CUST10428,West,SMB,Retail,Partner,2025-02-03
CUST10429,North,SMB,Technology,Email,2026-01-29
CUST10430,West,SMB,Healthcare,Website,2025-08-24
CUST10431,West,SMB,Technology,Event,2025-06-19
CUST10432,West,Enterprise,Finance,Email,2025-08-02
CUST10433,East,Mid-Market,Healthcare,Referral,2026-06-26
CUST10434,West,Mid-Market,Technology,Referral,2025-08-22
CUST10435,North,Enterprise,Unknown,Email,2025-02-13
CUST10436,North,SMB,Manufacturing,Website,2025-06-02
CUST10437,North,SMB,Finance,Event,2025-03-21
CUST10438,South,Enterprise,Manufacturing,Referral,2026-01-10
CUST10439,East,SMB,Manufacturing,Website,2026-03-14
CUST10440,East,Mid-Market,Manufacturing,Referral,2026-04-05
CUST10441,West,Mid-Market,Healthcare,Event,2025-12-12
CUST10442,North,SMB,Manufacturing,Referral,2026-02-24
CUST10443,East,SMB,Manufacturing,Partner,2025-08-16
CUST10444,North,SMB,Manufacturing,Event,2025-12-09
CUST10445,South,SMB,Healthcare,Website,2025-02-28
CUST10446,East,SMB,Healthcare,Email,2025-10-21
CUST10447,West,SMB,Finance,Referral,2025-11-01
CUST10448,East,Mid-Market,Manufacturing,Email,2025-01-17
CUST10449,North,Enterprise,Manufacturing,Website,2025-10-27
CUST10450,East,Mid-Market,Finance,Website,2026-01-30
CUST10451,North,SMB,Technology,Email,2025-07-20
CUST10452,West,SMB,Finance,Event,2025-10-25
CUST10453,East,SMB,Retail,Event,2025-06-06
CUST10454,North,SMB,Finance,Email,2025-05-28
CUST10455,North,Enterprise,Healthcare,Partner,2025-03-12
CUST10456,North,SMB,Healthcare,Website,2025-06-29
CUST10457,West,SMB,Technology,Referral,2026-03-15
CUST10458,South,Enterprise,Healthcare,Email,2026-05-26
CUST10459,West,SMB,Retail,Referral,2025-12-14
CUST10460,East,SMB,Healthcare,Partner,2025-12-07
CUST10461,East,SMB,Manufacturing,Website,2025-12-02
CUST10462,North,Mid-Market,Technology,Partner,2025-09-17
CUST10463,West,Mid-Market,Finance,Referral,2025-08-19
CUST10464,South,SMB,Finance,Website,2025-12-06
CUST10465,East,Enterprise,Manufacturing,Website,2026-03-05
CUST10466,East,Enterprise,Manufacturing,Partner,2025-08-14
CUST10467,East,Enterprise,Finance,Referral,2025-11-05
CUST10468,West,SMB,Retail,Website,2025-09-14
CUST10469,North,SMB,Retail,Partner,2025-06-05
CUST10470,South,Enterprise,Finance,Website,2025-06-08
CUST10471,South,SMB,Technology,Website,2025-02-13
CUST10472,South,Mid-Market,Finance,Website,2025-08-29
CUST10473,North,Mid-Market,Healthcare,Partner,2026-01-25
CUST10474,North,SMB,Finance,Event,2026-01-10
CUST10475,South,Mid-Market,Retail,Referral,2026-06-23
CUST10476,South,Enterprise,Healthcare,Referral,2025-01-22
CUST10477,South,Mid-Market,Healthcare,Referral,2026-02-20
CUST10478,East,SMB,Manufacturing,Referral,2026-03-11
CUST10479,East,Enterprise,Healthcare,Email,2025-08-27
CUST10480,South,Mid-Market,Technology,Referral,2025-06-04
CUST10481,South,Mid-Market,Retail,Email,2025-07-14
CUST10482,North,Enterprise,Retail,Event,2026-01-08
CUST10483,East,Mid-Market,Manufacturing,Event,2026-04-16
CUST10484,South,SMB,Retail,Partner,2025-12-17
CUST10485,North,SMB,Manufacturing,Email,2025-10-08
CUST10486,South,SMB,Finance,Event,2025-12-23
